,comments,likes
0,형들 광고풀로 봐줘요.. 도주형 결혼해야 해요..,38
1,차주분 차관리뿐만 아니라 본인 스타일링까지 전체적으로 센스가 있으신분인듯👍🏻,17
2,카가이 편집장님도 이거 오너죠(X308).  X350도 여기서 크게 디자인을 바꾼건 아닌데 묘하게 클래식함은 휠씬 떨어지는게 바디를 벌크업 시켜서 그런거같음. 진짜 멋으로 타는차. 독일차의 기계스런 완성도를 고집하는 사람은 이거 못탐.,1
3,'옛날'을 '엣날'이라고 발음하시는 도주님ㅋㅋㅋㅋ재규어는 확실히 클래식이 신형에 비해 훨씬 매력있는듯요. 실내든 외관이든,3
4,차주님 열정에 박수를 보냅니다..!!리스펙~!,1
5,차주님께서 차를 정말 아낀다는게 느껴지네요 잘봤습니다^ㅡ^,3
6,색상까지 브리티쉬 그린으로 구하신거 보면 차주분 센스를 확인할 수 있어요 ㅎㅎ,1
7,97년도 전직 재규어 오너로써 한마디만 적는다면......저 차를 사려면 경제적으로 아주 여유가 많거나 많거나 아니면 차를 아주 사랑해서 어느 정도 자신이 차에 대해서 잘 알고 조그만한 것은 고칠줄도 알아야 합니다....절대 함부러 살 차가 아닙니다....저도 그 클래식 한 맛에 샀다가 탄 적보다 고치거나 세워둔 적이 더 많습니다.......스투레쓰! ㅠㅠ,4
8,저희 오피스텔 지하주차장에 똑같은 모델이 항상 서있는데 볼때마다 진짜 실물이 정말 클래식하고 예쁘다고 생각한차 ㅋㅋ,1
9,와 찐자 부에 상징이엇던 지금도 디자인만큼은 간지 👍👍👍영상요즘 너무좋음,1
10,"으와어어 차주분 댁에서 차 빼오시는... 차량 선택하시는 감성이 너무 좋고, 열정이 대단하십니다 !!",1
11,와아아아아 정말 보고 싶던 재규어 XJ8.... ㅜㅜ 감사히 보겠습니다!!!,1
12,98년이면저 군대 있을 때네요그 당시 이 차 타면 간지 뿜뿜,1
13,아 그래도 r8영상이 너무 기다려짐!!!!!!!ㅋㅋㅋ인스타에서 보고 말았네요!!!!!1분50초에 개빵터진ㅋㅋㅋㅋㅋㅋㅋㅋ,1
14,와 관리 미쳤다 진짜 ㅋㅋㅋㅋ,3
15,6년 소유했던 재규어 xj8 특히 전기쪽이  약함 잔고장 많아 수리비  각오해야되는 차 제일 당황한적은 고속도로에서 계기판 갑자기 먹통되고 세워 주차후 기어 p에서 안빠짐 유투브에서 1시간 방법찿아 계기판 먹통인 상태로 겨우 집에온적 있음 계기판 신품교환가 200가까이됨,8
16,아 이 환자님 너무 멋지네요. 저는 4기통만 타는데 휴..,1
17,올드카도 이런 매력이있네요,2
18,진짜 차를사랑하시는분이네요,2
19,차주님 넘나 훈남 😍!!!!  자주 나와주세요...,3
