,comments,likes
0,한국관리기 모델별 가격입니다. (부가세 별도) HKC-650B (본체/로타리/미륜배토기)포함 150만원 HKA 700G (본체/로타리/미륜배토기)포함 180만원 GSM 750G (본체/로타리/미륜배토기)포함 205만원 GSM 900G (본체/로타리/미륜배토기)포함 205만원 다른 옵션 추가 시 금액은 달라질 수 있습니다.자세한 내용은 업체에 문의하세요 ▶ 업체 관련 정보 ▷ 업체명 : 한국농기계(주)▷ 연락처 : 041-751-0401▷ 사이트 : http://www.hankookpower.com,5
1,가격을 떠나서 너무 범용성이 좋네요^^ 하나가지고 몇가지를 사용하다니 특히 트레일러 덤프기능까지 활용할 수 있는게 특정 시기만 사용하는 것이 아니라 평소에도 사용가능할 수 있겠금 만들어서 좋은 것 같습니다. 이 모델로~ 전기용으로 만들면 수리나 유지비 정숙 등에서 더 좋을 것 같은데 ... 그럼 대박일 것 같습니다^^  개인적으로 전기 모델로 만들어 주시면(개발해주시면) 너무너무 감사하겠습니다.,3
2,지금까지 나온것 중에 가장 과학 적으로 활용성이 풍부한      농기계 인줄 아뢰오.    무궁한 발전을 기대 하면서.         화  이  팅  ~~~~,2
3,완전 실용적이라 놀랬어요!!텃밭 만들때 최적인 관리기네요.돈을 벌어야겠어요.더 이상 삽질로 허리나가지 않게!!대박입니다!!  👍,7
4,쉽고 편해보이네요 좋은정보감사해요 😄👍,4
5,관리기트레일러뒤에다가 탈부착가능한 ss기 약나가는것처럼 원형노즐이 있으면 좋을것같아요. 노즐프레임은 호스로 관리기부착 분무기에 연결해서 사용할수 있도록 해주시면 대박날것 같아요. 유사시엔 운반용으로.과수원로타리용으로 그리고 자주식 ss기로..포도과수원은 10cm이내로 로타리치기때문에 고마력장비가 필요없을수도 있어요.,1
6,상당히 발전된 관리기군요추천합니다.,2
7,우와~  밭을 사서 한국관리기를 끌어보고 싶네요]잘 기억하고 즐겨찾기 했다가 활용하겠습니다.,2
8,"기능이 매혹적이네요. 다만, 볼트나 강파이프가 크로메이트 처리(연노랑 무지개색)를 하였네요. 크로메이트 처리는 장기간 사용시에 부식 문제가 생길 수밖에 없습니다. 특히 비를 맞고 마찰이 많고 외부 방치가 많이되는 장비인데, 단가가 조금 높더래도 부품들을 도금을 꼭 하는게 좋겠네요. 자동차 부품스팩에 맞추시는 것을 추천 드립니다.",2
9,좋은제품 소개 감사합니다제품 설명중 적제함 들었을때 완전 넘어가네요중간브레이크 장치 있었으면 좋겠습니다적제햇을때 다 내리지않고 중간중간 이동시 배포 하게 했으면 합니다,2
10,설명잘해주시니너무고맙네요,2
11,관리기 좋은 정보 감사합니다 구독 좋아요하고 갑니다,5
12,영상 잘 보고 배워갑니다좋은 종보 감사 합니다,4
13,잘 알았습니다. 수고 하셨습니다.,2
14,"와,,,, 정말 상세한 설명 감사합니다. !!!!!",2
15,설명 감사합니다.,4
16,그러면 동력을 전기로 충전해서 움직이는지?이니면 다른방법이 있는지 궁금합니다.,3
17,일반 농지에서 실험을 해보세요~~ 모래에서 실험을 하면  잘 되겠죠..  비온뒤에 굳은땅에서도 작동할까요?,8
18,",자세한정보 잘들었읍니다   감사합니다",3
19,그런 관리기 건설현장 콘크리트 타설 현장 콘크리트 미장 바닥 수평 미장기로도 개발하면  건설 현장 기계로도 사용하게 만들면 개발하면 좋겠네요ㅡ,1
20,"트레일러 장착후 운행시 등판각도 라던지 적재중량 은 몇kg 이나 되는지,내리;막길에 적재후 브레이크 성능도  궁금한데요??",4
21,아세아관리기와 비교하면 어떨까요?,16
22,관리기 가격이 750g 이라길레 동전 750g 모아서 가져왔는디.. ㅎ요즘 관리기 알아보고 있는디 참 힘드네요.  종류도 가격도 천차만별이라..,7
23,관리기900G로 어느정토평수를 관리 할수있나요?,2
24,관리기지원금의지원금액은 얼마인가요?,3
25,950G 관리기 설명도 함께 해주셨으면 좋은데요... 제일 비싼 관리기 인데 ??......,2
26,관리기 가격은 얼마씩 입니까?,5
27,고생많으셧습니다고맙습니다,1
28,설명.잘.드럿씀니다.저에게.중요한것은.가격.농협.융자.정부보조.농기게의.기본품목.추가사항품목.등이중간.중간에.설명이필요합니다.,3
29,도움많이 되었답니다종종놀러 올께요  좋은 유친 맺어 함께하고자 합니다!💞👍,4
30,제품을 파시는분이 왜 가격 설명이없는지 가장 중요한거아닌가요,13
31,관리기 보조신청한 사람으로서 궁금한 사항이 있습니다.1. 항상 모래땅에서만 작업동영상을 볼수 있는데 딱딱한 밭에서는 작업이 안되나요? 아세아관리기 보다 힘이 약한가요?2. 관리기 본체를 구매하면 부속품들은 같이 제공받나요?3. 부품공급은 원할합니까? 농기게 수리센터에서는 아세아를 추천하는데 아세아보다 장점을 설명바랍니다,1
32,구입방법은 어떻게 하나요? 사용방법도 배워야 할텐데.,3
33,왜 물건 파는 분들은 기장 중요한 가격얘기는 안하시나요?,8
34,설명 잘 들었습니다.혹시 트레일러만도 구입할 수 있나요?제 채널에 댓글 남겨주시면 연락 드리겠습니다.,2
35,"알핀에 줄을 달아놓으면 좋을 듯하네요,",2
36,농협 계통 계약이 되어있으면 농협에서 수월하게 팔수있을텐대요? 자체계약 을 맺어야하나요?,2
37,트러일러까지 포함가격이 얼마죠,2
38,트럭에 실을수있나요무게가 어느정도 입니까,2
39,설명은 좋아서요가격도알러주시면 좋겠네요,1
40,900G는 고추고랑 90cm까지 만들수 있나요,2
41,750 가격 좀 가르쳐 주세요,6
42,넘좋내요,2
43,경운기랑 뭐가 다른거죠?알려주실분?작고 힘이  약한건 관리기인가요?,2
44,가격대가 궁금하구요  견학을 하고 싶네요,2
45,이거 하나 가지고 싶네,2
46,트레일러에퇴비살포기능이있음좋겠네!!,1
47,너무나마음에 드네요감사합니다 잘보았읍니다,2
48,설명 잘한다,2
49,900 가격 좀 알려 주세요,7
50,트레일러 가격은 어떻게 되나요?,1
51,가격을 말씀해주세요.,11
52,가격은얼마인지궁금하네요,3
53,하나 가지고 싶네,5
54,60도 노지  황토 경사로도  올라갈수  있나요?,2
55,감사합니다,5
56,구입장소 주소 부탁드려요,1
57,냇가에 물고기 잡으려갈때도 좋껬읍니다.  퉁퉁틍 소리가 요란해서 마누라 몰래 다방에 가기는 어렵껬읍니다.,1
58,관리기 가격은  왜 안가르쳐주시는지요?,4
59,경북쪽 대리점은 어디 어디있나요보조금 신청 지역이 다른곳에서 구입해도 상관업나요(예:경북지역신청 다른지역기기구매)본사가 금산이던데,1
60,"750 ,모델도정부보조받을수  있는지요",1
61,구입 해야하는데 어느지점에 주문해야는지요.,3
62,돌수집기는 없나요,2
63,관리기 얼마인가요?,3
64,중립이나 후진기어나 뭐가다름?,2
65,"관리기사장님  여기서 뵙네요  잘지내셨죠,  우리소장님도 안녕 하세요",5
66,풀옵션가격은요,2
67,가격은 ?,2
68,어마어마 하네....대체 머리가 얼마나 좋아야 저걸 만드는거야..,2
69,관리기 750지정부지원금  보조받을수 있나요,2
70,본체만205만원 인가요로타리 배토기 휴립기 포함 인가요 ?,5
71,팜플렛  받아 볼 수 있나요??,2
72,900g모델 관리가 가격과 주문할 전화번호가없네요?,2
73,AS는 잘되나요. 고장으로 전화하면 연락도 안되고 전화도 안받는 업체들이 많다고 하는 얘기를 들어서요,1
74,가장 중요한것은 고장 났을때 수리는 어떻게하는지 설명이 부족한거 같네요...,1
75,추렐라는 빼고는 판매가 되는지요.추렐라빼고 가격은 얼마나 되는지 알고십읍니다 부디 답을 주시면합니다.,2
76,초보 여자농부 인데요관리기 금액은  얼마 인데요~~??,2
77,엔진 시동을 배터리로 하는 방식도 계획해 보세요농촌이 점차 노인화되어서요.  <ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ,2
78,사고싶땅 이 기계 땅이 얼마안되서  농업인에게 융자가 되나요?,2
79,"트레일러도데후가있으면좋겠어요,트레일러도타회사꺼에도환되나요.",2
80,상품소개에 가격은 기본입니다,7
81,가격은?,3
82,가격을 공개해야지 참고할텐데 아쉽네요,6
83,구매 어디서 하나요,2
84,가격이얼마인가요,2
85,로타리  위치  글씨가  좌우가  무엇을  기준으로  하나요,1
86,가격이얼마입니까?,2
87,가격은얼마인가요,2
88,후륜구동이 안되는 트레일러는 무용지물이에요.포장도로가 아니면 쓸 수없어요.  앙 가!  못가!,8
89,관심이 많아서 시간 소비해가며 청취 하였건만 방송중에 가격 말씀을 해주지 않습니까  댓글 창 잘안봅니다. 참~ 거시기합니다,8
90,로타리 치고 골지우는 기계는 가격은 얼마 합니까 가격,2
91,구입은  어떠개 하나요,2
92,우와   대게 비싸다야  아무리돈  값어치가  없다지만   😭😭😭,1
93,관리기 가격이 궁금합니다전화번호주세요,1
94,구입하고싶어요구입처주소부탁드려요,2
95,3d농업은 어떨까요 하우스 3d 농업을 해보세요,3
96,정부보조금 지원방법은 어떤 기준이 있나요? 조합원이 돼야 하는지~토지소유 상한선이 있는지 트레일러 포함 가능한지 알고 싶군요 오늘이 토요일이라 전화통화가 않되는군요.,1
97,가격은얼마에요,2
98,사장님.구입을하고십은데어디에서구입을할수있나요여기는경북고령에살고있습니다좋은부탁드립니다,4
99,책자목록좀보내주시면안되나요,1
100,트레일러 장착하면 경운기네요,2
101,작업기 설치가 힘드네.,1
102,흙이 좋으니 저게 가능하지.ㅋㅋ,6
103,900.750.의 가격 은얼마 입니가?,6
104,가격 얘기 하신 다더니 ? 가격이 얼마에요,4
105,여성도 할수있다고하는데   교육받는데는  없나요 가격은 얼마가요,2
106,백마디 말보다 실제 작동영상을 해야지.농업기계화시대에 수동이 많네요.좀 ....,3
107,고정댓글에 가격 다  나와 있으니 그만좀 물어보세요다들 70세가 넘의셧나..,4
108,혹시  밭에 돌맹이가  많은데  튀지 않나요.,1
109,가격이궁굼하내요?,4
110,설명보다백문이불효일견이라고햬요직접밭에가셔서실질체험이필요합니다.(보고싶내요),2
111,잘봤습니다가격은 얼마하시는지요,9
112,트레일러  적재량이  750g이  아니고 750kg 이겠지,2
113,경운기 2021년버전으로만들었스면하내요,3
114,넘비싼것같아요왠 농기계가 그리비싼가요,2
115,관리기만얼마인가요,2
116,한국관리기      번창하세요.일제 농기계에 질리네요.왜 그들보다 ...  우리 대한민국이 왜놈들 제품에 밀리는지...,4
117,경남지방에도 있나요,3
118,한국관리기 750g 관리기 가격를 알려주세요,2
119,작은 경운기내,3
120,저는 농사랑 아무 상관 없는 사람인데이 영상을 왜 보고 있을까요 허허 ㅋㅋ,3
121,구독.,3
122,가격이알고싶읍다개개인살수잇늣지요,1
123,전화번호900g가격알려주시면감사하겥습니다,3
124,950관리기가격아려주시바랍니다강원도지역가장가까운지역매저도알려주세요,2
125,유튜버님 목소리 듣기가 힘이 드는데 나만 그런가???,2
126,ㅎㅎㅎ,2
127,쉬운말 좀 쓰시지  휴립정리기????,2
128,정부지윈금   을  받을수 있 을가요?어떻게  해야 됄가요?,4
129,ㅎㅎㅎ,2
130,점프앤고 출연자님이시다 대표님만큼 훈남이신듯요  차량도 멋지네요 운전도 잘하시는것 같아요^^,3
131,형편이 넉넉하지 않으시고 올할부 하셨다면 힘든고비 많이 찾아오실겁니다.암튼 안전운전하시고 화이팅 하세요,32
132,S500에 크로네 샤시 장착해놓으니까 완전 유럽이네요ㅎ 차주님 항상 안전운전하십쇼!,9
133,저도 26살 트럭커지만  정말 재밌고 빛쟁이보다는 이런 종류에 차량도 있고 확인할수있어서 좋은것 같아요 ㅎㅎㅎ,4
134,이야... 신차 좋네요! 이왕에 새차에 새 샷시 뽑으신거 번창하시길 바랍니다. 화이팅!!,5
135,배성범님 행복해보이십니다~^^ 신차 축하드리고 무사고 기원합니다~^^/,8
136,카링TV님 화이팅하시고 코로나조심하시고 더위조심하세요^^,3
137,후회 없는 선택이길 바래요~,6
138,우와... 저거나중에.. 전기로가는 트럭 나오면 대박이겠다.. 테슬라최고..,1
139,장비 좋아요 멋져요 화이팅!,2
140,저도 지금하는 사업 올해까지만 해보고 트럭커의 직업으로 전향생각 하는데 차 멋지네요!코로나 때문에 사업매출 반토막 나서 힘드네요!,1
141,650안사고 500으로 산건 정말 잘한거 같습니다 우리나라에 580이상은 사실상 필요치 않습니다 500은 뒷심은 좀 딸리지만 기름은 확실히 적게 먹습니다 스카니아490은 고장이 많아서 속앓이 한 사람들 많았는데 신형은 어떨지 고장이 없어야겠지요장기적으로 보면 엑시언트가 편합니다,2
142,"차는 구입하면 되는데 초보 입장에서 번호판구입처와 운송사 들어가서 일 시작까지의 과정, 일머리 깡통 반입반출방법 그리고 깡통 자리 찾아가는 방법 등등 다뤄주세요.저도 조만간 s500 구입 하려는 중이라 궁금한게 많네요.",15
143,관리는 빡세겟지만 약간 어두운 컬러가 먼가 좀 멋진거 같아요,8
144,이렇게 인터뷰 하신분들 1년이든 2년이든 지난후에  근황을 좀 올려주세요 ~  잘하고 계시는지 아니면 ....,2
145,예전처럼 여러 상용차들 촬영해주시면 더 좋을거같습니다ㅎㅎ 요즘 트레일러 영상뿐이네요ㅎㅎ,5
146,잘봤습니다 대표님~^^ 점프앤고 요정ㅎㅎㅎ,5
147,저도 내일 츄레라 첫출근입니다.지인통해 츄레라입문했는데 설레이네요.좋은영상 감사합니다!,4
148,프리마 440타는데 25톤실고 오르막길나오면 30~40kmh나옵니다.. 전체 중량 42톤 정도 실고가니 엔진 나가는거아닌가 싶을정도..,1
149,서울에 살면 주변에 주차할 곳이 없어서 트레일러 기사하기가 좀 어렵겠죠?,2
150,저는 스카니아 S500이 백번 났습니다! 청자색깔이나 S450 하늘색 이었나요? 정말 아니였다고 봅니다. 단지 새차 문제가 단점 그거 말고는 괜찮구! 하지만 일하는 용인데 완전 빤딱하게 하고 다닐 필요는 없다고 보구요~ 트럭커분에 내부 및 샤시만 적당히 좋은거 쓰시면 된다고 봅니다. S500 정말 잘 고르셨어요! 저라도 S500 고민 1초도 안하고 구매합니다! 물론 다른거 비교 다 숙지 했구요!,3
151,카링님 촬영장비들이 다 고프로 7인가요?화질이나 오디오가 좋네요,4
152,점프앤고 CF대박이네요^^,3
153,보다보니..두성형님 의문의 1패..해바형님 안운하세요~~,6
154,우리나란 화물하면 물류사만 돈버는구조임.내돈 주고 다른사람 돈벌어주는 구조 사장님 말하는거보니 계속 후회하시는 중이신거 같아 가슴이 아프네요. 그 시간일 하시면 편의점 알바 하시는게 더버실듯,4
155,약간 차주분이 후회하고 있는듯합니다  ㅋㅋ그분위기가 보는 내내느껴지네요~~,4
156,늪에  빠졌다...ㅠㅠ정말  안타까운 마음이....ㅠㅠ,5
157,후진하다 완전히 정차안하고 기어 d로 바꾸시는듯? 밋션에 안좋지 않나요??,4
158,색깔보고 알아볼수있을거 같네요먼저알아보고 인사드리겠습니다 ㅋ정대표님 고생하셨습니다,24
159,궁금해서 그러는데요 차 할부금이 초기 비용 없이 전액 할부했을경우 인가요?,1
160,경제 사정을 충분히 계획하시고 구입하시면 낭패가 없겠지요 번창하세요,1
161,나도 하고 싶다 멋져보임 ㅋㅋ,2
162,카링TV보고 만만히 보고 들어왔다가 만세부르는 사람들이 수둑룩하지.......,10
163,차를사서 영업용 번호만달면 무조건 할수 있는건가요?,1
164,칼치기하는차가 있어서 위험한 옵션이죠개진상 승용차따문에,2
165,생각보다 엄청 비싸네요. 일을 많이 하셔야 할텐데..일이 많이 있나요?  요즘 화물쪽도 엄첨 힘들다고 하던데...,3
166,태블릿 거치대가 좋아보입니다.무슨 제품인지 알 수 있을까요??,2
167,그런데....ㅠㅠ 이 트럭   본인것  맞나요...차량등록증에  본인걸로   등록 하셨는지...본인 것으로  등록 되어있으면  다행이구  아니면  그냥   남의것...ㅠㅠ,3
168,근데 화물차 시작에 있어서 가장 자폭행위가 생할부에 무비상금인데. 초대형급 화물차들이 한달 매출이 어찌 나올지 잘 모르겠지만 아.. 보기만해도 관짝밈이 따로없네..,5
169,화물차 오랜선배로 한마디합니다 어지간하면 운전밥드시지 마세요 멋으로 화물차 핸들잡으시면 신용불량자 바로감니다 본인이 돈이 많어서 현금으로 차량을출고해서 사업을하시면 몰라도 아니면 자제들하세요 매이커애서 전액활부주는거  꽁짜 아님니다  한달애 활부금 삼백이상 74개월 이거 장난아님니다 생각들 잘하시고 시작하세요,17
170,윙바디차도 찍어 주세요,5
171,이채널은 추레라만 방송하시나요? 스카니아s500하이 윙바디도 소개해주세요!!,1
172,성범아  선복이 형이다  살다보니 이렇게도 보내 ㅎㅎ,4
173,구독했습니다!,1
174,올할부는아닌듯 사정상어쩔수없긴하지만요ㅜㅜ,3
175,트레일러는 화이트가 벤츠빼곤 없나요?,4
176,요즘엔 만트럭이라고 안하시나요? Man이라고 하시네,2
177,초코 브라운이 제일 이뻐보이는데...,4
178,우리나라 화물업사업자의 극소수? 후하게 생각해도10프로 돈버시고 나머지 90프로는먹고만 살거나 빚을지고 살지요 구조의한계입니다.,3
179,와...트럭멋이좔좔간장누룽지는일본어라서...,2
180,일단 5년 해보시고 말씀하시길   지금 말씀하시는거는 현실성이 없네요,5
181,와이프 일하고 한달200정도로도 생활 가능하시면 추천함 200벌다 사고나고 차고장시 마이너스인생 가능하시면 하세요,7
182,자기하기 나름이죠 많이더 띄고더 일하면,2
