,comments,likes
0,역시 프랑스는 디자인이 승부하는같아요 ~~디자인도 세련되고 성능도 좋아서 맘에드네요^^,3
1,잘봤습니다. 그냥 c4가 아니라 그랜드c4라서 아쉽지만 ㅎㅎb클 c4 가 저의 상황에 맞는거 같아.. 보고 있는데.. MPV들이 정말 리뷰도 적고 인기도 없는걸 느끼고 있네요 ^^,5
2,레저용으로 하나 사고싶네요 ㄷㄷ,3
3,진짜 귀한 리뷰입니다스페이스 투어러도 언젠가 리뷰되어도 인기 있을 그 때가 오길 바랍니다.죄송해서 해달라고 조르는 부탁은 못 드리겠네요,1
4,"이 차의 최대 장점은 2열 카시트를 3개 할 수 있다는 것입니다.아이를 세명 태우고 엄빠 타고 디럭스 유모차를 편하게 넣었다 뺐다 할 수 있다는 거죠.그 외에 단점은 아시다시피 프랑스 차라는 것이죠.공부하면서 타면 괜찮은데, 공부하지 않으면 비싼 수리비용의 차라는 것과 공부를 하면 할 수록 제품수급과 수리의 까다로움에 한숨이 난다는 정도",1
5,너무 비싸다 ..이차를 살려고 고민하는데  여기에선 2천7~8백이면(보험료 제외) 왠만한 옵션에 살수 있는데 4천 6백이면 한국에선 안살수 밖에 없네여 밑에분 말씀처럼 유럽에서 차로 여행 갈려면 보통 600~1200 km 달립니다 그래서 mpv차가 많이 다니져 폭바 투란 샤란등. 저도 하루종일 탔었을때 1600 km 달린적이 있지만여 그것도 m4로여(골병드는줄 알았음 장거리용이 아닌데.).그래서 서드카로 이걸 생각중인데 잘봤습니다.,3
6,굿,3
7,"절대로 이차는 사시지 마세요. 좋은거는 걍 유리가 크다는거 이거 하나 저도 이차 사서 지금도 타고는 있니만 완전 개똥차 입니다.하자는 무궁무진 하구요.서비스 센터에 뭐 수리하고 나면 얼마 안가서 또 재발생 됩니다. 시동 안걸리는거 완전 자주 있구요.윈도우도 좌,우측 한번씩 안되구요.이것도 서비스 센터에서 했는데 역시 재발 그리고 역시 창문 올릴때 아주 신경 쓰이는 소리는 영원히 고칠수 없는 불량 입니다. 그리고 화면 터치 안되구요. 네비는 안번씩 먹통 이차를 사는 즉시 후회가 머리를 때릴겁니다. 글구 이 가격에 편의시설은 완전 빵점 입니다. 참고로 전 1.6 입니다.",3
8,익스테리어 말곤 볼게 없는 ... 가성비 최악이지 싶군요. 카니발이 얼마나 잘 만들어진 차인지 느끼게 해주는 영상 !!!,2
9,디자인 구림,3
10,시트로앵 트랜스 미션 고장은 정말 악명높은데... 얼마나 팔릴까 싶네요.,3
11,현대기아보다 품질이 후질 정도니.. 한국을 개호구로 생각한거지,5
12,와 진짜.......개방감이 엄청 나네요 !!!!기존에 익숙한 차와는 발상의 전환들이 곳곳에 숨어있어서정말 재밌는 차 같아요:),12
13,같은차종 차주입니다.(그랜드피카소)흔한 독3사 차량보다 성능은 딸릴지언정 어디서나 주목받는 유니크한 차량이에요.패밀리카로는 만족감이 상당히 좋습니다.,9
14,컵홀더가 부족한게 많이 아쉽지만 차박을 여기저기 다니다보니 장거리 주행시 크루즈컨트롤이 아주 유용합니다~차량크기에 비해 내부공간이   넓은것도 장점입니다~,5
15,차량 곳곳에 재미있는 부분이 많은거 같네요 한국 차들도 참고 해서 좋은점들은 개선하고 배웠으면 좋겠습니다 차박하기에는 참 좋은 차인거 같습니다 꼼꼼리뷰 잘보고 갑니다!,4
16,우와 개방감  최고네요1인 차박도 편하게 할수있고 좋네요ㅎㅎ오늘도 시청 잘하고 갑니다전 일욜 영상 또 기다리렵니다~😜😜😜,5
17,아 맞다 흥나는 커플 체널이 차 리뷰하던 체널이였지 ㅋㅋㅋㅋㅋㅋㅋ 따식이님이 캠핑 차박 리뷰 영상만 많이 올리셔서 나도 모르게 캠핑이랑 차박 리뷰 체널인줄 착각을 했다 ㅋㅋㅋㅋㅋㅋㅋㅋ 정말 오랜만에 차 리뷰인거 같네요 ㅎㅎ 따식이님 차 리뷰도 자주자주 해주세요 ㅠㅠ 캠핑이랑 차박 리뷰 영상도 좋지만 따식이님에 차 리뷰가 그리워요 ㅠㅠ,3
18,진짜 귀한 차 를 리뷰 해주셔서 감사합니다 ^-^,3
19,영상 잘 봤습니다. 보다보니 궁금한점이 있는데 선루프는 쉐이드로 가릴수가 있나요?아니면 항상 유리창이 노출되어 있나요?제 와이프도 그렇고 여성분들은 햇빛이 강하게 비추는걸 별로 안좋아하는 편이라 가림막이 없으면 불편할것 같은데 혹시 어떻게 되어있나요?,3
20,설명 진짜 잘 하시네요.~,1
21,현재 15년식 c4피카소 5인승 타는데 아주 만족하며 잘타는중입니다 ㅎㅎ,3
22,보조석에 종아리 받침 너무맘에드네요. ^^영상 잘보고  갑니다.,3
23,운전하는 아빠도 좋아하고 애들챙기는 엄마도 좋아할거 같은 차네요,1
24,"이차 신차로 구매해서 3년째 타고있습니다.가족, 자녀가 있다면 최고의 차입니다.핸들링 가벼우면서 좋고시야도 좋아 여성분 운전하기 좋습니다.연비도 좋아 풀주유하면 1000km넘게 뜹니다.1.6버전으로 타면 보험료도 저렴합니다.쏘지않고 조용히 여행다니며 운전하시는 분들에게 강추합니다.3년간 잔고장도 없어 아주 만족하며 타고있고요.밖에서 볼땐 카렌스 크기정도인데휠베이스를 엄청 크게 뽑아 실내공간, 개방감 엄청납니다유일한 단점은 중고 감가가 쎕니다.그러니 신차급 중고로 사시면 단점 없다고 봐도 무방합니다.",2
25,차박을 위한 차 맞네요~ 와이퍼도 재밌어요,2
26,와~ 진짜 개방감은 미쳤네요... 와이퍼는 좀 웃김 ㅋㅋㅋㅋㅋ,2
27,통풍시트....우리나라 사람들은 통풍시트 환장하는데유럽사람들은 통풍 좋아하질 않아요~왜냐면통풍 시트에서 나오는 바람이시트 내부의 좋지 않은 먼지들이 같이나오기 때문에폐 건강에 좋을게 하나도 없다는 연구결과가나왔거든요.,9
28,오딧세이와 파일럿 리뷰 한번 해주세요. 차박 진짜 좋습니다.,1
29,승차감 어땠나요?  다른 차랑 비교해서요.,1
30,9월에 샤인팩기준 800정도 프로모션이 있어요 실제 구매가는 상위트림인 샤인팩 기준으로 3800 정도 되는데 싼타페 중간급이나 신형 스포티지 거의 풀옵도 살 수 있는 가격이라 좀 망설여집니다. 차박기준으로만 하면 두차가 모두 따라올 수 없을것 같은데~~~,3
31,고정관념을 깼네요ㅋ신기한 차네요 잘봤습니다ㅋ,1
32,패밀리카로 딱이었는데 통풍시트가...아쉽네요ㅜㅜ,1
33,감성은 백점 사고나면 빵점,2
34,프랑스 명차에요~~,3
35,후방카메라화질이.......음....,2
36,산업디자인 전공하고 디자인 일하고 있습니다. 동영상 볼 때마다 신입 때 진택이형 같은 선임 만났으면 정말 좋았겠다라는 생각을 많이 하게 됩니다. 능력좋고 위트에 성격까지 좋은 분이 사회에 많진 않거든요. 잘은 모르지만 리뷰보면서 진택님의 과거 디자이너 시절의 발자국들이 대강 읽히는 느낌이 들어 남겨봐요~,2
37,역시 두분의 만담 시승기는 최고입니다.👍👍👍,3
38,실내는 참 잘만든 것 같네요 뒤에 루프라인 조금만 깎았으면 더 이뻤을듯!,2
39,"ㅋㅋㅋ 진짜 재밌고 유익한 채널 ㅋㅋㅋ 기자님, 감독님 센스 굳",1
40,"리뷰 잘봤습니다.^^앞으로 수입차 리뷰 하실때, 국내에 거주중이신 분들을 섭외해서 리뷰 해주시면 더욱 재미있을것 같습니다.프랑스차= 프랑스인영국차=영국인 등등실제 거주하셨던 분들의 현지상황등의 의견이 있으면 훨씬 좋은 영상이 나올것 같네요^^",1
41,"60~70년대 시트로앵 관련 영상들을 보고 오면, 시트로앵에 대한 편견이 70%는 사라지게 되는 것 같습니다.",12
42,"시승기 잘 봤습니다. ^^아이들이 매우 어려서 2열 승차감이 가장 중요하기 때문에 이 차량을 구매 고려 중입니다.다만, 승차감만 얘기하지 차체 안전성에 대해서는 얘기가 없어서요. 혹시 안전성은 어떤지요?",3
43,0:33 형님 오늘은 로봇진택이 아니라 근엄진택이시군요 ㅋㅋㅎㅋㅎㅋㅋ12:56 유감독님 오열ㅋㅋㅋㅋㅋ,13
44,갠적으로 킬링 포인트ㅋㅋㅋㅋ 17:36,16
45,"승차감 꼭 경험해보고싶네요,, 미디어오토 아자아자!",1
46,자세한 설명도 좋지만 두 아재의 캐미가 영상보는 재미를 더욱 올려주네요.,1
47,아침 일찍부터 열일하는 진택이횽 사랑해❤ ㅋㅋㅋ  넘 좋아😍,16
48,새로운 편집영상 좋은거 같습니다👍 항상 응원합니다 장기자님 유감독님😄,1
49,캐미 봐 ㅋㅋㅋㅋㅋ 역시 편집하는 사람이 왕이죠!!!,7
50,c3에어크로스 시승하러갔다가 단차가 너무 너무 너무 너무 너무 심해서..시승도 포기하고 돌아왔네요.멀리서보면 희극이고 가까이에서 보면 비극도이런 비극이 없어요.,13
51,편집이 너무 재미있네요 ㅎㅎ 지루할수도있는 영상을 편집을 너무 잘하신듯해요 ㅎㅎ,19
52,재미있는 시승기 잘 봤습니다. ㅎㅎ 갑자기 등장 경찰차 ㅋㅋㅋㅋ,1
53,제가  남미에 살아서   시트로앵  쉽게 경험할수 있고   구매하시는분도 많고  저역시도   ds5    c4 피카소   c4pallas세단형    3대를   구매해봤는데  시트로앵에   장점은  디자인  편의성   넘쳐나는 전자장비    가격   등등이나   잔고장이 너무 심합니다   미션  너무  약하고   2~3년후부터     하나씩 하나씩  고장나기  시작해요  하나 고치면  그옆에부품이 고장나고  그걸 고치면  또 그옆부품이 ㅋ  사람을  질리게하는차  퓨즈박스가  통채로  고장나거나고무부싱이 3년도 안돼  가루가되서  떨어지는  난생처음  격어보는  첫경험을 하게해주는차죠 ㅎ그러기에  중고차값  감가가  심각할정도가 아니라아예  매매상에서 3년이넘었거나  10만킬로가  가까워진차는 받아주질 않을정도죠  C4피카소   76000헤알주고사서1년반   16000km타고  팔았는데  가장많이 쳐주는곳이   32000헤알일정도며C4pallas  73000헤알주고사서5년  9만킬로 탔는데15군데 매매상을  돌아다녀봤지만전부다  매매를  못해준다고   퇴짜맞고간신히   개인거래로   13000헤알에 팜 ㅎDs5는   아직도  타고  있는차인데 2년도 안됐는데   지금 반값도  안되더라구요  이건 그냥  오래오래 탈려구요 ㅎ,18
54,푸조 많이 몰아봤는데 핸들링은 정말 타의추종을 불허하죠 ㅎ 시트로엥은... 하지만 갬성으로 타야할듯 한? 차 ㅎ,1
55,이름다운 승차감이군요.  수입차이다 보니 가격이 좀 비싼 것이 아쉽네요,2
56,멀리서 잘보고 있습니다.. 재밌는 영상 감사합니다..!,1
57,촬영은 감독님께서 하시고 편집은 다른분께서 하셨나 보네요 :) 오늘도 잘 봤습니다🤩,19
58,좋은 리뷰 감사합니다.,1
59,편집 굳 ㅋㅋㅋ 정성가득 개그 가득 ㅋㅋ,1
60,성능이나 기본기 제대로 된 차라면 약간의 단차는 용납한다. 좋은 예가 테슬라 모델3. ㅎ,2
61,승차감은 시트로엥 인정! 개그는 장유콤비 인정!,1
62,수고하셨어요 잘 보고갑니다....응원합니다..항상 ....꺼진 토션빔에 작은 불씨....씨트로엥,2
63,차는 너무 실용적이고 이쁜데..디젤이라니 ㅠㅠ,6
64,모터쇼에서 앉아봤는데 진심 죽임 와 그렇게 푹신할수가없음,2
65,편집 진짜 재밌어졌네요 ㅎㅎ,9
66,토션빔도 고급스럽게 변할수 있군요 근데 인트로 영상 바뀌었네요,2
67,단차가 심하긴 하네요 저 뒷 라인은 테슬라급인데,2
68,기자님 이전 영상중에서 언덕에서 내려오면서 전자파킹 버튼 당기니까 차가 멈추는거봤는데 급발진이되면  전자파킹버튼 당기면  차가 멈추나요 ???,1
69,시트로앵은 60년대 부터 환상적인 서스펜션으로 유명하죠.,1
70,C4 피카소 40000키로타고 오일누수에  일산서비스센터는 못고친다고  성수본사로 고객을보내버리는클라쓰! 공간활용도는좋으나 절대절대 다시는 보지도않을차!,8
71,"불란서 3사 시트로엥, 푸조, 르노의 토션빔 세팅 기술은 세계 최고라 해도 과언이 아니죠.다만 SM6는 급에 맞지 않는 토션빔 구조에다가 AM링크가 크리티컬을 날려버린.....",1
