,comments,likes
0,눈치보지 않고 좋고 싫음 확실히 표현하는 오토뷰!!!김기태 피디님 존경합니다^^,15
1,믿고 보는 오토뷰~ 화이팅!!,9
2,요즘들어 재규어 디잔은 물오른듯.. 재규어 이름만으로도 간쥐나는건 사실,27
3,예쁘고 잘 나가는 차. ㅎㅎ 가격은.. 할인 받아서 사면 됨.. ㅎ,1
4,디자인은 최고,5
5,현실적으로 가격이 차를 선택하는 기준이 되죠.,3
6,이번편 드립이 좋네요 ㅋㅋㅋㅋ,4
7,이차 신차가격은1억이조금넘지만 프로모션하여 3.0디젤기준 8천선이면살수있고독일3사와 수입 브랜드 3.0디젤suv랑비교하면 가격은 무난한편입니다.개인적으로x5나 르반떼랑은 가격 편차가있기에 x3나 glc랑 비슷한가격대라고 본다면 이정도스펙에 중형급이고 300마력70토크면 경쟁력있어요 현재 17년식 중고 엔카시세 보시면 x5나 르반떼보단 3천은 저렴합니다.,4
8,요즘 영상이 더 재미난거 같에요.잼있게 잘봤습니다.,3
9,이 차는 참 르반떼하고 비슷한것 같음. 예쁜 디자인 감성비. 가격에 비해 아쉬운 구성,4
10,동물애호가 ㅋㅋㅋ청담동 주식부자 ㅋㅋㅋㅋㅋ빵터졌습니다~~ㅋㅋ어짜피 돈도 없지만 너무 비싸네요 ㅋㅋㅋ,34
11,가격은 어이없이 비싸지만 디자인은 정말 suv중에 람보르기니 우라누스빼고는 최고라고 하고 싶네요 영상 내내 감탄하고 봤네요,12
12,정담동 주식부자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ잘봤습니다 감사합니다 ㅋㅋㅋ,2
13,잘봤습니다..그런데 차폭이 틀렸네요..미러제외 1936mm입니다..2070은 말이 안되죠~^^,4
14,"볼보XC90이 그레이드 업에 성공하니까 제규어도 그럼 우리도 해먹자하고 덤볐는데 결과는? 연말 2천 할인에 60개월 무이자에 별의별 후로모션 날리겠지,,",15
15,뭐..돈 많은 부자들이 차 성능으로만 보고 사진 않으니까요..성능좋고 상대적으로 흔한 q7 x5보단 좀 떨어져도 덜 흔한 f pace로 갈 수도 있겠네요..마세라티가 독일차보다 성능이 좋아서 사람들이 좋아하는건 아니잖아요...,11
16,오토뷰~  잘 시청했습니다.,2
17,저가격에선 x5가 탑인거같네요..,9
18,자사 브랜드가치를 잘못 파악한 얼척없는 가격정책이 모든 걸 망친 사례로 꼽힐 듯,18
19,사고 후유증은 좀 나아지셨습니까? 응원하는 오토뷰 독자로 부터............,1
20,"가격이 좀 말이 안되긴 합니다. 나중에 대대적인 할인이 들어갈 것 같습니다. 아우디, 벰배와 더불어 제값 주고 사면 바보인 브랜드 중 하나죠.",8
21,이쁘긴 진짜 이쁘네요,5
22,잠시후 함께.....느껴보시겠습니다 ㅎㅎㅎㅎ,3
23,👍👍,3
24,동물애호가 드립에서 빵터졌습니다 ㅋㅋㅋ,1
25,뒤태 지리네요,5
26,제네시스SUV를 기대해 보겠습니다.,6
27,X5보다 비싼건 어이없네요 이급 리더인데 리더보다 비싸다니 ㅋㅋㅋ,4
28,역시나 가격이........,4
29,얼마전부터 1440p로 보면 화면이 그냥 멈추곤 하네요. 소리는 계속 나오구요.,2
30,오드디어나왔다!!,2
31,재규어 xf오너 입니다. 재규어는 3년 보증까지는 정말 최고의 차 입니다. 보증 끝나면 지옥이죠. 정말 쓰레기에요. 국산차보다 훨씬 내구성 구려요.,1
32,당연히 q7사겠네요ㅋㅋ,4
