,comments,likes
0,닛산 쥬크/알티마/맥시마/캐시카이를 타본바로는...닛산차가 상당히 좋습니다...가성비도 좋고..엑스트레일 풀옵 살바엔...뉴무라노가 좋을듯 싶기도 한데...가격차이가 좀 크긴 하네요..캐시카이가 판매금지된게 제일 아쉽긴하네요..쥬크와 엑스트레일 사이에 캐시카이가 가격이 딱 좋앗는데...,4
1,개인적으로 엑스트레일도 제대로 된 하이브리드 하나 만들어서 연비도 좋았으면..,2
2,로그 미국있을 때 렌트로 몇번 몰아봤는데 차 진짜 좋긴 함. 운전감이 좋음.반면 닛산의 다른 차종은 다소 실망했었음..,1
3,오랜만에 뵈니 너무반갑고 좋네요^^ 앞으로도 리뷰많이해주세요~~!!!!,4
4,일본여행때 이차 렌트해봤는데 참 한국에 들어오면 좋겠다 했는데 딱 들어오더군요^^ 탐나던 차였었죠. 그땐 가솔린차를 렌트했었죠^^,1
5,"캐나다에서도 잘 팔리는 로그입니다~ 이번에 구입하고 크루즈기능 살펴보려고 검색하였습니다.. 아쉽게도 크루즈기능 설명이 없네요.. 차량설명서 읽어보기 귀찮은 사람인지라~~ 영상 잘 보았습니다. 생각없이 탔는데, 영상보고나서 제차를 더 사랑해야겠다는 생각이 듭니다~~",1
6,"2,3년된 중고로 사면 딱 합리적임. 감가도 심하고. 그때쯤이면 풀체인지 모델 나올거고. 차는 좋을 듯. 근데 성능 외 어필하는데에는 한국 suv라인이 너무 막강해.",1
7,김한용기자님 오랜만이에요~ 오랜만에 김기자님 리뷰를 보니 반갑네요~~,4
8,김한용기자님이 리뷰하는 엑스트레일 보고싶었는데 잘보고 갑니다,3
9,이번 신형 시승해봤는데 좋더군요 다만 풍옵션도 통풍 시트와 행들 열선이 없는 거랑 네비 화면이 데비보드 위쪽이 아니라 통풍구 아래에 있는점이 아쉬운 것 말고는 다 좋았습니다,1
10,기자님 최근소식 페이스북으로  접했습니다.아프로도 하시는 모든일 잘되시길 바라고 항상 응원하겠습니다!,1
11,꺄~ 김한용편집장님이다.. 리뷰 너무 기다렸어요.. 김상용씨리뷰.. 너무 재미없었는데.. 정말 좋네요.. 앞으로 계속 리뷰해주세요.. 김상용씨 너무 졸려..,2
