,comments,likes
0,X7 40d하고 GLS 400d 둘중에고민중 GLS로 결정해서 운행중인데디젤차치고 조용하고연비 승차감 둘다 만족합니다디자인은 투박하다고 생각하는분들도 계시겠지만저는 오히려 저런 심플한 디자인이 안질리고 좋더라고요...,6
1,그래도 S클래스 보다 쾌적하면서 운전석 센터페시아 모니터가 시안성이 좋네요. ^^ 왜냐면 2열에 센터콘솔 송풍구와 B필러 송풍구는 물론 천장에 송풍구까지 있죠. 근데 GV90 이 GLS만도 못한 승객편의성을 제공한다면 그냥 도태되는 건 시간문제입니다. ㄷㄷ,3
2,아버지가 이번에 구매하셔서 용인 1호차주 되셔서ㅋㅋㅋ 차는 확실히 이쁘고 좋습니다.,3
3,우하 ~^^  벤츠 검둥이  이런 능력자 !!  Gls  외관이 남성미가 넘치네요  몬가가 끌리는 매력이  투박하지만 세련미가 독보이는차량 인정 인정,3
4,항상 좋은정보 유익한 정보에 감사합니다,2
5,항상 잘보고있습니다 ~^^,1
6,우파님 GlE450과는 2열공간이 비교해서 어떤가요?가격을떠나 3자녀를 태워야하는데 Gls400d가 센터터널이 더 나와있는거같아 좁은느낌이들어서 심히고민중입니다ㅠ,1
7,우파님 쾌차 하셨나봐여 다행입니다,1
8,진짜 열일하시는듯ㄷㄷ,2
9,각차량의 쎈루프 상태 활용도 부탁드림니다,1
10,아직 갖지 못해서 그런가 여전히 저 큰 삼각별의 그릴을 보면 두근 거리게 됩니다,1
11,와...  타이어 사이즈가315 40 21이네요..괴물같은녀석.. 한번쯤은 타보고싶네요,1
12,일하면서 세로그릴만 보다보니 가로그릴도 ....... 멋있네요...!..,1
13,이차도 실물깡패... 작아보이는데 가까이 올수록 포스가...,1
14,와 미쳤다 형쵝오b,3
15,와우 천안이네요 익숙한배경이 나와서 놀랬네요 ㅎㅎ,1
16,레인지로버 스포츠 HSE 다이나믹 가격으로 살수 있네...ㄷㄷ,1
17,오매 이런건 타볼수나있을려나.... 현실적으로 저런차를 몰수가 읎다...,1
18,우파님 저 질문이 있는데요 제가 갈기로는 gls가요 gle바디를 늘려서 만든걸로 아는데 아닌가요? 그래서 gle는 코드네임이 w167이고 gls는 x167인걸로 아는데...아닌가요? 저 이거 진짜 궁금해요ㅠㅠ 예전에 gl이라는 모델도 ml을 늘려 만든걸로 알고든요 그당시는 ml이 w164 gl이 x164 였고...그 다음은 w166 x166..우파님 정확한 정보 알고 계시면 공유 부탁드릴께요~,2
19,xc90오너이고 다음 차로 x7 gls 생각중인데...2열 커튼없는 게 좀 아쉽네요. 디자인이나 제로백은 gls가 더 나은데 말이죠.,1
20,추후에 출시될 GLS 600 마이바흐모델도 너무기대됩니다^^ 신형GLS는 전시차도 보기힘들어서 저도아직 사진도못찍었어요ㅠㅠㅠㅠ,1
21,홀리쉿 겁나 이쁜것!가격도 겁나 비싸ㅠㅠ.,7
22,영상 잘보고 갑니다.,1
23,Suv 만큼은 벤츠만의 철학이있는듯,1
24,우파엉아.. 잘봤어요.g바겐 400d와gls 400d와  같은 엔진 질감 및 성능을 보일까요?,1
25,아니 수학 공부 끝나고 우파님 영상 보려고 하는데 광고가 쎈이 나오다니..,1
26,2열은 3개 시트를 배치할 수 있나요?,6
27,아.... 우파. 건강해졌다 ㅠㅠ,4
28,GLE도 6기통디젤모델이 필요해,3
29,갖고싶다....,4
30,덜덜덜덜 떨림과 소음의 제왕이기도 하죠,2
31,우파님 카메라 기준으로 왜 좌측 범퍼하단 에어인테이크는 뚫려있는데 우측은 막혀있나요????? 07:32,7
32,보증수리중 대차로 작년에 년식은달라도타봤었는데 년식이달라서 이건어떤지잘모르겠는데 좀 별로였어요. 좀 붕떠서다닌다는 느낌이많이나고 기름겁나먹고  suv라서 코너링이나 날렵함이 나빴었음 저돈이면 gle쿠페가 났습니다. 대차받았던게휘발유차량이었는데 연비는 평균적으로5키로정도나왔었던것같네요 (2주간타고다녔었음),3
33,크...멋지다,1
34,X7보다 2열통풍시트 하나 딱 좋넉,2
35,형 리클라이닝도 테스트 해주면 안될까?  우웅?💜,3
