,title,url
0,"1년간 판매량이 겨우 3,500여 대. 재규어랜드로버 딜러들 적자 누적으로 파산 직전",http://www.autodaily.co.kr/news/articleView.html?idxno=433219
1,"비싼 신차 대신 중고차 사볼까…""그랜저·BMW 6시리즈 값 떨어진다""",https://www.hankyung.com/economy/article/202205030355g
2,차 가격 뛰자 소비자 등 돌려…이달 중고차 전 차종 시세 '뚝',http://moneys.mt.co.kr/news/mwView.php?no=2022050317115225055
3,[시승]다임러 6와 재규어 XJ 50주년-②주행,http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=06&c1=06&c2=06&c3=00&nkey=202101072146411
4,[시승]다임러 6와 재규어 XJ 50주년-①디자인,http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=06&c1=06&c2=06&c3=00&nkey=202012271940271
5,재규어랜드로버 전시장에 재규어가 없다?… 재규어 판매 부진 이유,http://www.sisaweek.com/news/articleView.html?idxno=151931
6,"재규어, 뉴 XJ 공개…6년 만에 부분변경, 대형車 공략",http://biz.newdaily.co.kr/news/article.html?no=10096920
7,[슈퍼리치]오트쿠튀르 시승기-英왕실 품격 높이는 ‘재규어 XJ',http://biz.heraldcorp.com/view.php?ud=20160706000188
8,"재규어, ‘올 뉴 XJ’ 6가지 라인업 공개하고 판매 돌입",http://news.kukinews.com/article/view.asp?page=1&gCode=eco&arcid=0003917157&cp=nv
9,신라호텔서 결혼하면 2억 '재규어 올뉴 XJ' 탄다,http://www.hankyung.com/news/app/newsview.php?aid=201105179143g
10,[시승기] '2억원 명품카' 재규어 올뉴 XJ 타보니···,http://www.hankyung.com/news/app/newsview.php?aid=201009129733g
11,"재규어 코리아, ‘올 뉴 XJ’ 출시 앞두고 대대적 홈페이지 개편",http://www.newsen.com/news_view.php?uid=200911211222052004
12,"재규어코리아, '뉴 XJ' 출시 앞두고 홈피 새단장",http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009111913422510040&outlink=1
13,팔 차 부족하고 서비스센터 축소…흔들리는 재규어랜드로버,http://www.newspim.com/news/view/20220117000750
14,"K Car, 5월 중고차 시세 전망 “전 차종 시세 뚝”",http://www.segyebiz.com/newsView/20220504502519?OutUrl=naver
15,"재규어, 신차도 없고 실적도 부진… 내년엔 어쩌나",http://www.sisaweek.com/news/articleView.html?idxno=149835
16,"재규어 뉴XJ,2년 연속 최고의 럭셔리 차량",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0000482333
17,"1년 판매량이 겨우 300여대. 英 고급차 재규어, 한국사업 접나?",http://www.autodaily.co.kr/news/articleView.html?idxno=431034
18,한달간 딱 14대 밖에 팔지 못한 재규어..도대체 무슨 일이?,http://www.dailycar.co.kr/content/news.html?type=view&autoId=40484
19,"재규어, 5월 실적 한 자릿수까지 추락… 세단 모델은 판매 '0대'",http://www.sisaweek.com/news/articleView.html?idxno=145267
20,"재규어, 전기차로 변신하는 플래그십 세단 ‘XJ’..출시 일정은?",http://www.dailycar.co.kr/content/news.html?type=view&autoId=36142
21,"재규어, 플래그십 세단 ‘XJ’도 전기차로 변신..특징은?",http://www.dailycar.co.kr/content/news.html?type=view&autoId=35637
22,미래 자동차들 시리즈 3,https://www.motortrendkorea.com/sub/view.html?no=5877&cate1Name=WHICHCAR
23,'다양한車' 닮은 현대차 신형 '그랜저IG'… 세타2엔진은 논란,http://www.newscj.com/news/articleView.html?idxno=382654
24,"임피리얼 팰리스 서울 호텔, 고급 세단 드라이빙 패키키 선봬",http://www.dt.co.kr/contents.html?article_no=2017020302109952660006
25,"[시승]다재다능으로 승부, BMW 640i GT",http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=06&c1=06&c2=06&c3=00&nkey=202101142214131
26,"재규어·랜드로버, 6종 순수 전기차 출시 계획..과연 ‘리이매진’ 전략이란?",http://www.dailycar.co.kr/content/news.html?type=view&autoId=38855
27,[전기차 시대-재규어랜드로버] 2024년 전환점... 5년간 6개 모델 출시,http://www.ajunews.com/view/20210218072902531
28,"‘獨 3사’ 넘겠다는 재규어, 가솔린·디젤 단종 계획..전기차로 승부!",http://www.dailycar.co.kr/content/news.html?type=view&autoId=39052
29,"재규어 랜드로버, 2025년 전기화 완성…전기차 로드맵 발표",https://www.theguru.co.kr/news/article.html?no=18996
30,"레인지로버·디스커버리 등 재규어 랜드로버, 2030년까지 차종에 순수 전기 모델 추가",http://sports.khan.co.kr/news/sk_index.html?art_id=202102191346013&sec_id=563002&pt=nv
31,EV 아키텍처 구축해 순수 전기차만 내놓겠다는 재규어..업계 ‘주목’,http://www.dailycar.co.kr/content/news.html?type=view&autoId=38839
32,"재규어 역사 담은 XJ 특별판, 뭐가 다를까",http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=02&c1=02&c2=02&c3=00&nkey=201811191630541
33,"재규어, 2025년부터 전차종 전기차로 대체",http://www.fnnews.com/news/202102152321127631
34,"재규어, XJ 50주년 기념 스페셜 에디션 출시.. 가격은 1억5200만원",http://www.dailycar.co.kr/content/news.html?type=view&autoId=31459
35,'디스커버리4·레인지로버 스포츠·재규어 XJ' 또 리콜,http://www.smedaily.co.kr/news/articleView.html?idxno=84133
36,"재규어랜드로버, XJ 출시 50주년 기념 ‘재규어 카 디자인 어워드’ 시상",http://www.munhwa.com/news/view.html?no=20181207MW141907266298
37,"[히스토리] 영국의 미학을 전하는 스포츠카 브랜드, 재규어",https://hankookilbo.com/News/Read/A2020101609090002651?did=NA
38,"재규어랜드로버 코리아, 전국 시승행사 '어반 드라이브' 실시",http://www.shinailbo.co.kr/news/articleView.html?idxno=1340162
39,BMW·벤츠·아우디·재규어 등 23개 차종 결함 발견…리콜 조치,https://www.youthdaily.co.kr/news/article.html?no=51493
