,title,url
0,"넓고 부드러운 패밀리카, 토요타 시에나[SS시승기]",http://www.sportsseoul.com/news/read/1118353?ref=naver
1,"'볼록 솟은 센터터널 없다?' 쾌적한 실내 '토요타 시에나', 가족차 1순위 이유있었네",http://www.autodaily.co.kr/news/articleView.html?idxno=432388
2,"[시승기] 가족 마음 부드럽게 사로잡는 토요타, '시에나 하이브리드'",http://www.g-enews.com/ko-kr/news/article/news_all/2021120316361311027bdb7041ec_1/article.html
3,"기아 카니발, 美 컨슈머리포트 미니밴 평가 '1위' [영상+]",https://www.theguru.co.kr/news/article.html?no=34168
4,[TV 데일리카] 기름값 걱정 없는 착한 미니밴..토요타 시에나 하이브리드,http://m.dailycar.co.kr/content/news.html?type=view&autoId=43691
5,"40세 시에나 밀러, 15세연하 모델♥︎과 식당서 애정행각..화려한 연애사[Oh!llywood]",http://www.osen.co.kr/article/G1111788319
6,"기아 카니발, 토요타 시에나 밀려 美 미니밴 평점 '2위'…컨슈머리포트 발표",https://www.theguru.co.kr/news/article.html?no=32002
7,[시승기] 기아 카니발 하이리무진 V6 3.5 7인승 '가족을 귀족처럼',http://www.gpkorea.com/news/articleView.html?idxno=85536
8,코로나 차박 덕봤다…미니밴 카니발·시에나 판매량 급반등,https://www.joongang.co.kr/article/25047816
9,대세로 떠오른 하이브리드…미니밴 판도 바꿨다,https://www.ceoscoredaily.com/page/view/2022012515313723382
10,"고개 숙인 토요타, 최근 10년간 1분기 판매량 최저… 상품성·경쟁력·가치 모두 저하",http://www.sportsworldi.com/newsView/20220502500685
11,"연비·승차감 말고도 남달랐다…카니발 대항마, 스타리아 LPG [주말車담]",https://www.joongang.co.kr/article/25067715
12,하이브리드 미니밴 꺼낸 토요타…내년에도 적수 없다,https://www.ceoscoredaily.com/page/view/2021120711245303884
13,"뚱뚱한 남성과 결혼한 미모의 여성…누리꾼들 ""못 믿겠다"" 의심",http://news.mt.co.kr/mtview.php?no=2021120317025155810
14,"""뚱뚱한 몸 보고 끌렸다, 성관계도 최고""…초고도 비만 배우와 결혼한 여성",https://www.news1.kr/articles/?4512250
15,판매량 늘어난 혼다···토요타와 경쟁 구도 형성하나,http://www.sisajournal-e.com/news/articleView.html?idxno=246227
16,미국 임금 집값 줄줄이 급등…그레이트 인플레 시대 재현되나,http://news.mk.co.kr/newsRead.php?no=1133625&year=2021
17,"""한국은 처음""…'카니발' 품은 패밀리카 끝판왕 ""볼보, 제물로 삼겠다""",http://news.mk.co.kr/newsRead.php?no=1121914&year=2021
18,‘계륵’에서 차별화 요소로..3열 시트의 변신은 무죄?,http://www.dailycar.co.kr/content/news.html?type=view&autoId=43817
19,"[시승기 영상] ""기함다운 압도적인 힘·크기""...쉐보레 플래그십 SUV '타호'를 타봤습니다",http://www.paxetv.com/news/articleView.html?idxno=143967
20,"MPV, 고급·다인승 모빌리티 시대 맞아 부활할까",http://it.chosun.com/site/data/html_dir/2022/04/25/2022042502231.html
21,"한국토요타, '탄소중립' 실천…지구의 날 행사동참",http://www.mediapen.com/news/view/717158
22,"(영상)대형 SUV·픽업트럭, '달라진 위상'…대거 출격",http://www.newstomato.com/ReadNews.aspx?no=1119292&inflow=N
