,title,url
0,"포터·봉고, 쏘렌토·아반떼 제치고 현대차그룹 판매량 1·2위",http://moneys.mt.co.kr/news/mwView.php?no=2022050908494915665
1,차박·배달 힘입어… 포터·봉고3 판매 첫 1·2위,https://www.seoul.co.kr/news/newsView.php?id=20220509019012&wlog_tag3=naver
2,"[현대 N페스티벌] 아반떼 N컵, 박준성 시즌 첫 우승···""스타트 승부수 통했다""",http://www.seoulfn.com/news/articleView.html?idxno=454639
3,반도체·부품 대란에 신車 대기 시간 더 늘었다,http://www.newsis.com/view/?id=NISX20220506_0001862044&cID=13001&pID=13000
4,'현대 N 페스티벌' 6일 개막...'아반떼 N컵' 신설,http://www.fnnews.com/news/202205030925478389
5,"17세 박준의, 현대N 페스티벌 아반떼N컵 개막전 예선 1위",http://www.gpkorea.com/news/articleView.html?idxno=85623
6,"현대차, '아반떼 N에 낙서해도 되는 날'…ChildreN's Day 개최",https://www.dailian.co.kr/news/view/1109919/?sc=Naver
7,"현대차, 3년 만에 유관중으로 '현대 N 페스티벌' 개최",https://www.yna.co.kr/view/AKR20220503054800003?input=1195m
8,"[친절한 경제] 늘어난 신차 대기 시간에 ""타기도 전에 '구형' 신세""",https://news.sbs.co.kr/news/endPage.do?news_id=N1006739616&plink=ORI&cooper=NAVER
9,"고민은 부담만 키울뿐…계속 오르는 車값, 왜? [비즈360]",http://news.heraldcorp.com/view.php?ud=20220504000888
10,"車 '출고 대란' 심하네…""타지도 못했는데 구형 됐네""",http://www.newsis.com/view/?id=NISX20220502_0001856621&cID=13001&pID=13000
11,아반떼·싼타페·투싼도 멜론·지니 탑재된다,https://www.hankyung.com/it/article/202204250503i
12,가정의 달 특수 노리는 국산차 5월 판매조건,http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=03&c1=03&c2=03&c3=00&nkey=202205021647131
13,"완성차 업체, 가정의 달 맞아 다양한 프로모션",http://www.newsprime.co.kr/news/article.html?no=566732
14,"현대차, 모터스포츠 통한 마지막 내연기관 펀드라이빙",http://www.mediapen.com/news/view/721774
15,국내 최대 규모 원메이크 레이스… 현대차 '현대 N 페스티벌' 개최,http://www.sportsworldi.com/newsView/20220504502529
16,"쏠라이트 인디고 레이싱, 2022 시즌 팀 출정식 진행",https://www.news1.kr/articles/?4660728
17,"‘현대차서 가장 많이 팔린 자동차’ 3위는 아반떼, 2위는 그랜저, 1위는 뜻밖에도…",https://www.wikitree.co.kr/articles/753232
18,'국민차' 아반떼 가격이 296만원 올랐다고? 옵션 따져보니,http://news.mt.co.kr/mtview.php?no=2022040813294034622
19,"현대차 5월 프로모션 축소, 기아 모든 차종 무이자 12개월로 확대",https://www.businesspost.co.kr/BP?command=article_view&num=279634
20,"제네시스 G80에서만 듣던 음악 스트리밍, 아반떼에서도 즐긴다",https://www.dailyimpact.co.kr/news/articleView.html?idxno=78545
21,"현대차·기아, 5월 '차종 전환 출고 100만원 할인·저금리 할부' 등 구매 혜택",http://www.autodaily.co.kr/news/articleView.html?idxno=433520
22,"현대차, 이번엔 '셧다운'…내 차, 대체 언제 받나",https://www.asiatime.co.kr/article/20220502500047
23,"'아반떼' 한 종보다 안 팔리는 한국지엠, 부평공장 문 닫나",http://news.tf.co.kr/read/economy/1930905.htm
24,올해 車값 더 오른다… 반도체 수급난에 강판 인상까지 반영,https://biz.newdaily.co.kr/site/data/html/2022/04/28/2022042800064.html
25,"“성공하면 탄다더니, 역시”…‘다시 1위’ 그랜저, ‘판매신화’ 뒷심작렬[왜몰랐을카]",http://news.mk.co.kr/newsRead.php?no=353832&year=2022
26,“출고 지연으로 바뀐 연식에 소비자 부담↑…약정 금액대로 결제해야”,http://news.heraldcorp.com/view.php?ud=20220509000574
27,기아 ‘쏘렌토’ㆍ제네시스 ‘G80’ㆍ현대차 ‘아반떼’ 1분기 베스트셀링카…톱10도 휩쓸어,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202204201653227350312
28,"현대차 아반떼, 미국서 리콜 돌입..안전띠 프리텐셔너 결함",http://www.dailycar.co.kr/content/news.html?type=view&autoId=43788
29,"현대차, 4월 국내외 판매량 뚝… 불확실성 지속에 생산차질 거듭",http://moneys.mt.co.kr/news/mwView.php?no=2022050215442086640
30,"[주차장] 5월 2주, 국산 신차 출시…기아 외 6가지 자동차",http://www.shinailbo.co.kr/news/articleView.html?idxno=1548252
31,"동아오츠카, 친환경 업무차량 전면 도입",http://www.edaily.co.kr/news/newspath.asp?newsid=02000806632295464
32,"""현금 지원·무이자 할부""…5월에 車싸게 사는 방법",http://www.edaily.co.kr/news/newspath.asp?newsid=02719126632325640
33,"제네시스, 출고까지 최장 '12개월'",http://www.etnews.com/20220503000209
34,‘카플레(자동차+인플레이션)’ 본격화…세금 혜택도 못 받을 판 [헤럴드 뷰],http://news.heraldcorp.com/view.php?ud=20220506000412
35,"""반도체 수급 차질 지속""… 현대차·기아, 4월 국내외 판매량 감소(종합)",http://moneys.mt.co.kr/news/mwView.php?no=2022050216504350199
36,"오늘 계약한 EV6, 내년 겨울에야 탑니다",https://www.chosun.com/economy/auto/2022/05/04/QFBQ6TJA4ZBYXN5X7AAHPC5XDE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
37,정경훈 “올 시즌 아반떼 N이 다크호스 개막전 기선제압이 가장 중요”,https://sports.donga.com/article/all/20220403/112673782/3
38,"아반떼 2022, 뭐가 달라진 걸까? 트림별 옵션 분석! | 3분신차",http://www.thedrive.co.kr/news/newsview.php?ncode=1065617365170380
39,‘조선 파나메라’로 불리는 고성능 ‘아반떼 N’..대중화 이끈 비결은?,http://www.dailycar.co.kr/content/news.html?type=view&autoId=43357
40,"현대차, 2022 아반떼 출시…1866만~2892만원",https://magazine.hankyung.com/business/article/202203106537b
41,더 조용하고 똑똑하게 돌아온 ‘2022 아반떼’…· 최고 2892만원,http://moneys.mt.co.kr/news/mwView.php?no=2022030816428028788
42,"현대차, 2022 아반떼 출시…""정숙성 높이고 기본 스펙 강화""",http://www.etnews.com/20220308000085
43,"[자동차오늘] 현대차, '2022 아반떼' 출시…금호타이어, MSCI ESG평가서 'AA등급' 획득",http://www.sisaon.co.kr/news/articleView.html?idxno=136957
44,최강 준중형 세단 나왔다...현대차 '2022 아반떼' 출시,http://www.fnnews.com/news/202203080856273063
45,"현대차, ‘2022 아반떼’ 출시…1866만원부터",http://www.newsis.com/view/?id=NISX20220308_0001785573&cID=13001&pID=13000
46,"현대차, 연식 변경 모델 ‘2022 아반떼’ 출시",http://www.breaknews.com/877242
47,"현대차, ‘2022 아반떼’ 출시…1866만원부터",https://www.fetv.co.kr/news/article.html?no=110072
48,"현대차, '2022 아반떼' 출시...1866만~2806만원",http://www.nextdaily.co.kr/news/articleView.html?idxno=203823
49,"현대자동차, '2022 아반떼' 출시",http://www.econonews.co.kr/news/articleView.html?idxno=238617
50,"현대자동차, '2022 아반떼' 출시",http://yna.kr/PYH20220308012200013?did=1196m
51,"현대차, 정숙성 향상 ‘2022 아반떼’ 출시… 가격 1866만원부터",https://biz.newdaily.co.kr/site/data/html/2022/03/08/2022030800034.html
52,현대차 ‘2022 아반떼’ 출시,http://www.kjdaily.com/article.php?aid=1646739769569016004
53,"[김도형 기자의 일편車심]전기차 시대, 밋밋해지는 車 작명법",https://www.donga.com/news/article/all/20220506/113253954/1
54,"현대자동차, 어린이날 맞이 'ChildreN's Day' 개최",http://www.cstimes.com/news/articleView.html?idxno=497576
55,연비 좋고 저렴한 '아반떼 HEV'···판매량 저조한 이유는?,http://www.sisajournal-e.com/news/articleView.html?idxno=255488
56,아반떼 N과 똑 닮은 中 퍼포먼스 세단…가격은?,http://www.thedrive.co.kr/news/newsview.php?ncode=1065584644511127
57,'불운' 현대차 '벨로스터N'…반도체 부족에 생산 중단까지,https://www.asiatime.co.kr/article/20220420500191
58,[포토] 현대차 '2022 아반떼' 출시,http://news.mk.co.kr/newsRead.php?no=218556&year=2022
59,"현대차, 어린이날 ‘칠드런스 데이’…피치스ㆍ노티드와 협업",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202205030838195170096
60,"4월 국산차 판매, 이변 없이 침체",http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=03&c1=03&c2=03&c3=00&nkey=202205031608151
61,그랜저·아반떼·쏘렌토 다 꺾었다… '1월 국산차 브랜드평판' 대망의 1위는?,https://www.wikitree.co.kr/articles/724446
62,"""탑승객만 7명""...앉을 자리 없자 달리는 아반떼 '트렁크' 열고 탄 20대 여성들 (영상)",https://www.insight.co.kr/news/376081
63,[굿모닝브리핑] 봉황 휘장 걸린 국방부 청사...용산시대 개막 D-1,https://www.ytn.co.kr/_ln/0101_202205090703574910
64,충남 서부여나들목 아반떼 전복...연쇄 추돌,https://www.youthdaily.co.kr/news/article.html?no=91291
65,"아반떼 휘청, 급정거한 22톤 카캐리어가 '쾅'…""누가 잘못?""[영상]",https://www.news1.kr/articles/?4537550
66,‘겉은 아반떼 속은 테슬라’ 中서 구입 가능,http://www.thedrive.co.kr/news/newsview.php?ncode=1065580268899105
67,"인천서 아반떼 차량, 가로등·차량 들이받고 전복 '1명 부상'",https://www.news1.kr/articles/?4552882
68,"[모터트렌드_시승기] 아반떼 N, 선 넘었네?",https://www.motortrendkorea.com/sub/view.html?no=6279&cate1Name=NEWCAR
69,고속도로서 25톤 트럭 들이받은 아반떼 불길 치솟아 여성운전자 사망,https://www.insight.co.kr/news/373942
70,14톤 화물차 뒷범퍼 추돌한 아반떼 승용차,https://ilyo.co.kr/?ac=article_view&entry_id=420181
71,"20대 운전 아반떼 차량, 14톤 화물탑차 뒤 추돌 끼임사고",http://www.lawissue.co.kr/view.php?ud=2022010210221862579a8c8bf58f_12
72,필받은 현대차 개발자가 옵션 다 때려넣어 탄생한 7천만원짜리 '아반떼' 스펙 (영상),https://www.insight.co.kr/news/369381
73,"현대차, N 브랜드 테마 어린이날 행사 'ChildreN's Day' 개최",http://www.sportsworldi.com/newsView/20220504502525
74,"쏠라이트 인디고 레이싱, 신규 리버리 공개",http://www.edaily.co.kr/news/newspath.asp?newsid=02312406632301040
