title,link,content,date
"[중기부, 현대·기아 내년 5월부터 중고차 판매 의결]",https://n.news.naver.com/mnews/article/056/0011259056?sid=101,"[

[KBS 전주]기아차가 정읍에 중고차매매단지를 열 계획인 가운데, 중소벤처기업부는 최근 사업조정심의회를 열어 현대와 기아자동차의 중고차 시장 진출을 내년 5월 1일부터 허용하는 내용의 권고안을 의결했습니다.내년 1월부터 4월까지는 각각 5천 대 내에서 인증 중고차 시범 판매를 허용하고, 5월부터 이듬해인 2024년 4월까지는 현대차와 기아차가 각각 전체 중고차 거래 대수의 2.9퍼센트와 2.1퍼센트, 2024년 5월부터 2025년 4월까지는 각각 4.1퍼센트와 2.9퍼센트만 판매할 수 있도록 제한했습니다.특히, 신차를 구매하려는 고객의 중고차 매입 요청 시에만 사들일 수 있도록 했으며, 판매하지 않은 중고차는 경매 의뢰하도록 했습니다. 

]","[2022.05.02. 오후 7:23, 2022.05.02. 오후 7:55]"
"[“반도체 타격 최소화” 기아, 4월 23만8538대 판매…전년比 5%대↓]",https://n.news.naver.com/mnews/article/009/0004958240?sid=103,"[

			기아가 지난 4월 내수 5만대 실적을 바탕으로 세계에서 총 23만8538대 차량을 판매했다. 반도체 수급난 여파에도 불구하고 월간 판매량은 전년 대비 5.8% 감소 수준으로 방어했다. 지난달 세계에서 가장 많이 판매된 기아 자동차는 스포티지(3만6994대)인 것으로 집계됐다. 이어 셀토스가 2만6671대, K3가 1만8494대로 뒤를 이었다. 기아 관계자는 “반도체 부품 수급 차질 등으로 경영 불확실성이 지속되는 상황이지만 유연한 반도체 배분과 차량 생산 일정 조정 등으로 공급 지연에 미치는 영향을 최소화하고 있다”고 전했다.특히 기아는 국내 시장에서 12개월 만에 5만대 판매를 넘어섰다. 기아는 올해 4월 국내에서 전년 동월 대비 2.0% 감소한 5만95대를 판매했다. 지난해 4월(5만1128대) 이후 12개월 만에 5만대 벽을 넘어서는 데 성공했다.지난달 국내 시장서 가장 많이 팔린 차량은 6402대 판매된 봉고Ⅲ다. 승용 모델은 K8 4176대, 레이 3993대, 모닝 2790대, K5 2624대 등 총 1만6833대가 판매됐다. 레저용차량(RV)은 쏘렌토 5551대, 카니발 5121대, 스포티지 4556대, 니로 3613대 등 총 2만6678대가 팔렸다.4월 해외 판매는 전년 동월 대비 6.8% 감소한 18만8443대를 기록했다. 차종별로 스포티지가 3만2438대 팔리며 해외 최다 판매 모델이 됐고, 다음으로 셀토스(2만3307대), K3(1만6143대)가 뒤를 이었다.기아 관계자는 “경쟁력 있는 신차 출시, 내실 있는 판매 전략 등으로 시장 점유율과 수익성을 확대해 나갈 것”이라고 강조했다.

]",[2022.05.02. 오후 4:25]
[현대·기아 중고차 내년 1월부터 구매 가능…권고안 의결],https://n.news.naver.com/mnews/article/003/0011153140?sid=101,"[

기사내용 요약중기부 '중소기업사업조정심의회' 개최중고차 판매업 사업개시 시점 1년 유예판매대수 2년간 매년 일정 비율로 제한신차 구매 고객차량 한해서만 매입 가능 인증중고차 외 중소기업 대상 경매의뢰



[서울=뉴시스] 조성우 기자 = 현대자동차·기아의 중고차시장 진출 관련 사업 조정 건에 대한 중소기업사업조정심의회가 열린 28일 오후 서울 성동구 장안평중고차매매시장에 차량들이 주차되어 있다. 2022.04.28. xconfind@newsis.com[서울=뉴시스]권안나 기자 = 현대자동차와 기아의 중고차 판매가 1년 뒤인 내년 5월부터 본격적으로 실시된다. 다만 시범 판매가 허용 기간이 주어져, 내년 1월부터 소비자들은 현대차·기아에서 판매하는 중고차를 살 수 있게 됐다.중소벤처기업부(중기부)는 28일 현대자동차와 기아의 중고차판매업 진출 관련 사업조정 신청 건에 대해 '중소기업사업조정심의회'를 개최하고, 이 같은 내용을 포함한 '사업조정 권고안'을 의결했다고 밝혔다. 중기부는 지난 1월 사업조정 신청 이후 2월부터 당사자간 자율조정(2차례)과 민간전문가가 참여하는 자율사업조정협의회(4차례)를 개최하여 합의도출을 위해 노력했다. 하지만 입장차가 좁혀지지 않자 심의회를 개최했다.심의회는 전문기관 2곳이 수행한 현대자동차와 기아의 중고차 시장 진출로 인한 '중소기업의 피해 실태조사' 결과를 보고받고, 신청인 및 피신청인의 의견을 청취했다. 이후 위원들간의 토론으로 권고안을 도출·의결하는 절차로 진행했다. 이날 회의는 안건을 두고 위원들간 격론이 이어져 당초 예정된 시간 보다 2시간40분 늦게 마무리됐다. 이번 사업조정 권고안의 주요내용은 먼저 현대자동차와 기아의 중고차판매업 사업개시 시점을 내년 4월30일까지 1년 연기한다. 다만 내년 1월에서 4월까지 각각 5000대 내에서 인증중고차 시범판매가 허용된다. 다음으로 현대자동차와 기아의 중고차 판매대수를 2년간 제한한다. 현대자동차의 경우 내년 5월1일부터 2024년 4월30일까지 2.9%, 2024년 5월1일부터 2025년 4월30일까지 4.1%로 제한한다. 기아는 내년 5월1일부터 2024년 4월30일까지 2.1%, 2024년 5월1일부터 2025년 4월30일까지 2.9%로 제한한다. 판매대수 산출기준은 국토교통부 자동차 이전등록 통계 자료의 직전년도 총거래대수(사업자거래(알선이전+매도이전)+당사자거래)와 사업자거래 대수의 산술평균값으로 한다.현대자동차와 기아의 중고차 매입에 대해서는 신차를 구매하려는 고객의 중고차 매입 요청시에만 매입하도록 했다. 또 현대자동차와 기아는 매입한 중고차 중 인증중고차로 판매하지 않는 중고차는 경매의뢰하도록 했다. 이때 경매 참여자를 중소기업들로 제한하거나 현대차·기아가 자동차매매사업조합연합회와 협의해 정한 중고차 경매사업자에게 경매의뢰하는 대수가 전체 경매의뢰 대수의 50% 이상이 돼야 한다. 현대자동차와 기아에 대한 이번 사업조정 권고는 내달 1일부터 2025년 4월30일까지 3년 간 적용된다. 위반할 경우 공표, 이행명령, 벌칙 등 '대·중소기업 상생협력 촉진법'에 따른 조치가 취해진다.사업조정제도는 대기업 등이 사업을 인수·개시·확장해 해당 지역이나 업종의 중소기업에 부정적인 영향을 미치거나 미칠 우려가 있을 때 중소기업이 신청할 수 있다. 관련 규정에 따라 정부는 대기업에게 3년 이내에서 사업의 인수·개시·확장을 연기하거나, 품목·시설·수량 등을 축소하도록 권고할 수 있다. 지난 3월 '생계형 적합업종 심의위원회'가 중고차판매업을 생계형 적합업종으로 지정하지 않음에 따라 완성차업계를 포함한 대기업의 중고차 시장 진출이 공식적으로 가능해졌다. 시장에서는 완성차업계의 중고차 판매에 대한 소비자의 기대가 높아진 한편, 중소사업자 등 기존 중고차업계에서는 우려가 커졌다.이를 반영하여 생계형 적합업종 심의위원회는 향후 사업조정 과정에서 중소사업자를 고려한 적절한 조치가 필요하다는 부대의견을 제시한 바 있다. 이에 앞서 국회 을지로위원회에서는 완성차업계의 진출에 대해 연도별 단계적 진입방안을 마련했다. 완성차업계의 판매시장 점유율 상한을 올해 5%, 내년 7%, 2024년 10%까지 제한한다는 내용이다.중기부 사업조정심의회는 이 같은 내용들을 반영해 완성차업계의 중고차 사업진출에 따른 기존 중소 중고차사업자의 충격을 완화하면서도 소비자의 기대를 충족시킬 수 있는 절충선을 찾는데 많은 고심을 기울였다. 중기부는 이번 사업조정 권고에 따라 중소기업이 공제조합 설립과 전산 고도화 등을 준비할 수 있는 시간적 여유를 가질 것으로 기대했다. 또 중고차 매입물량 부족, 매입가격 상승 등에 따른 중소기업의 부정적 영향도 완화할 수 있을 것으로 예상했다.또 현대자동차와 기아에게는 내년 5월부터 인증증고차 사업을 본격 시작할 수 있도록 하는 동시에, 제한적으로 조기 시범운영을 허용했다. 소비자들도 내년 1월부터는 현대자동차와 기아의 인증중고차를 구매할 수 있을 것으로 예상된다.사업조정심의회 위원장을 맡은 중기부 조주현 소상공인정책실장은 ""그간의 오랜 논의를 바탕으로 '중소기업의 사업활동 기회'를 실질적으로 확보하면서도 중고차 시장의 발전을 도모할 수 있는 조화로운 방안을 찾기 위해 위원들이 많은 고심을 했다""고 말했다.그러면서 현대자동차와 기아에 ""이번 중기부의 사업조정 권고를 수용하고 잘 준수해 줄 것""을 요청했다. 또 중소기업계에는 ""심의회의 결과에 백퍼센트 만족하지는 못하겠지만, 3년이라는 사업조정 권고기간을 자체 경쟁력 강화를 위한 준비기간으로 삼아줄 것""을 당부했다．

]","[2022.04.28. 오후 10:11, 2022.04.29. 오전 7:46]"
"[현대차·기아, 중고차시장 진출 내년 5월로 연기…2년간 판매량 제한(종합)]",https://n.news.naver.com/mnews/article/001/0013145785?sid=101,"[

사업조정심의회 결정…어기면 2년 이하 징역·1억5천만원 이하 벌금형""중고차업계 충격완화·소비자 기대 충족하는 절충안 마련에 고심""현대차·기아 ""아쉽지만 수용""…중고차 단체 ""집행정지 신청 고려""



대기업 중고차 시장 진출 가능성은?(서울=연합뉴스) 류영석 기자 = 현대차와 기아의 중고차 시장 진출에 관한 중소기업 사업조정심의회가 열린 28일 오후 서울 장안평중고차매매시장에 차량들이 주차되어 있다. 2022.4.28 ondol@yna.co.kr(서울=연합뉴스) 이영섭 기자 = 현대차와 기아는 중고차 시장 진출을 당초 예정일보다 1년 늦은 내년 5월에 해야 한다는 중소기업 사업조정심의회의 권고가 28일 나왔다.    또 시장 진출 후 2년 동안은 중고차 판매 대수가 제한된다.    현대차·기아가 이를 따르지 않을 경우 2년 이하 징역 또는 1억5천만원 이하의 벌금형에 처해질 수 있다.    중소벤처기업부는 이날 현대차와 기아의 중고차 시장 진출과 관련해 중소기업 사업조정심의회(심의회)가 이런 내용을 골자로 하는 권고안을 의결했다고 밝혔다.    심의회는 ""현대차와 기아의 중고차 판매업 사업개시 시점을 1년 연기해 내년 5월 1일 개시한다""며 ""다만 내년 1∼4월에는 각각 5천대 내에서 인증중고차를 시범판매 할 수 있다""고 권고했다.    또 현대차와 기아차가 중고차 시장 진출 초기에 판매할 수 있는 물량도 제한했다.    구체적으로 현대차는 2023년 5월 1일부터 2024년 4월 30일까지 전체 중고차의 2.9%, 2024년 5월 1일부터 2025년 4월 30일까지는 4.1%만 판매할 수 있다.    같은 기간 기아의 중고차 판매 대수는 각각 전체 물량의 2.1%, 2.9%로 제한된다.    아울러 현대차·기아 고객이 신차를 사는 조건으로 자사 브랜드의 기존 중고차를 팔겠다고 요청했을 때만 이들로부터 해당 중고차를 사들일 수 있도록 했다.    매입한 중고차 중 5년·10㎞ 미만 인증 중고차로 판매하지 않는 물량은 경매에 넘겨야 한다.    이때 경매 참여자는 중소기업으로 제한하거나 현대차·기아가 자동차매매사업조합연합회와 협의해 정한 사업자에게 경매 의뢰하는 물량이 전체의 50% 이상이 되도록 했다.    이번 사업조정 권고는 내달 1일부터 2025년 4월 30일까지 3년간 적용된다. 사업조정 당사자들이 권고를 따르지 않을 경우 중기부는 '이행 명령'을 내릴 수 있으며, 불이행 시 2년 이하 징역 또는 1억5천만원 이하 벌금형을 받게 된다.



현대차·기아 중고차 시장 진출 사업조정, 오늘 결론 가능성(서울=연합뉴스) 류영석 기자 = 현대차와 기아의 중고차 시장 진출에 관한 중소기업 사업조정심의회가 열린 28일 오후 서울 장안평중고차매매시장에 차량들이 주차되어 있다. 2022.4.28 ondol@yna.co.kr이날 나온 권고안은 그간 중고차 매매업계와 현대·기아차의 요구사항을 절충한 것으로 풀이된다.    중고차 매매업계는 현대·기아차가 사업 개시를 최장 3년 연기하고, 그 이후에도 최장 3년간은 중고차 매입·판매를 제한할 것을 요구해왔다.    현대·기아차는 판매량은 일정 범위에서 제한할 수 있지만 사업 연기와 매입 제한은 불가능하다는 입장이었다.    심의회 측은 ""완성차업계의 중고차 사업진출에 따른 기존 중소 중고차사업자의 충격을 완화하면서도 소비자의 기대를 충족시키는 절충선을 찾는 데 고심했다""며 중소기업계에 ""사업조정 권고 기간 3년을 자체 경쟁력 강화를 위한 준비기간으로 삼아달라""고 당부했다.    앞서 지난달 17일 중기부가 관할하는 '중고차판매업 생계형 적합업종 심의위원회'는 중고차 판매업을 생계형 적합 업종에서 제외했다. 이에 따라 완성차 대기업이 중고차 매매업에 진출할 수 있는 길이 열리게 됐다.    이후 중고차 매매업계는 중기부의 해당 조치 시행을 앞두고 지난 1월 현대·기아차가 중고차 시장에 진출하지 못하도록 해달라며 중소기업중앙회에 사업조정을 신청했다.    사업조정심의회는 중소기업이 사업 기회를 확보할 수 있도록 대기업의 사업 인수·개시·확장을 최장 3년 연기하거나 생산 품목·수량·시설을 줄이도록 권고할 수 있다.



'손님은 없고 중고차만 가득'(서울=연합뉴스) 황윤기 기자 = 지난달 11일 오전 서울 장안평중고차매매시장의 중고차 주차장에 1천400여대의 차들이 빽빽이 들어서 있다. 2021.3.11 water@yna.co.kr이날 권고안에 대해 현대차와 기아는 ""다소 아쉬운 결과""라면서도 ""권고 내용을 따르고, 중고차 소비자의 권익 증대와 중고차 시장의 양적·질적 발전, 기존 중고차 업계와의 상생을 목표로 중고차 사업을 추진할 계획""이라고 밝혔다.    반면 국내 완성차 업체들의 단체인 한국자동차산업협회(KAMA)는 ""소비자 요구와 수입차와의 역차별 해소 필요성을 충족시키지 못하는 결정""이라며 ""완성차 업체로서는 플랫폼 대기업과 수입차 업체 대비 차별적 규제를 상당 기간 더 받게 됐다""고 비판했다.    중고차 매매업자 단체인 전국자동차매매사업조합연합회 관계자는 ""상당히 실망스러운 결과""라며 ""대기업 측에서 제시한 안을 심의회가 사실상 그대로 수용했다고 볼 수밖에 없다""고 지적했다.    이 관계자는 ""연합회 내부에서는 처분 집행정치 신청이라도 해야 하는 것 아니냐는 얘기가 나온다""며 ""조만간 긴급 총회를 소집해 공식 입장을 정할 것 같다""고 말했다.    younglee@yna.co.kr

]","[2022.04.28. 오후 11:24, 2022.04.29. 오전 7:16]"
"[현대차·기아, 판매 감소세 지속… 부품난에 러시아 사태 영향도]",https://n.news.naver.com/mnews/article/366/0000810728?sid=103,"[

4월 현대차·기아 국내외 판매 9.2% 줄어        지난달에도 현대차그룹 판매 감소세가 지속됐다. 국내외 자동차 수요는 계속 증가하고 있지만, 부품 수급이 원활하지 않아 생산 차질이 이어진 영향이다. 특히 우크라이나 사태로 현대차 러시아 공장이 멈춰섰고, 코로나 재확산으로 중국 일부 지역이 봉쇄되면서 해외 판매가 크게 줄었다.2일 현대차(005380)와 기아(000270)에 따르면 4월 국내외 총 판매량은 54만7000여대로, 지난해 같은 달보다 9.2% 감소했다. 국내 판매는 9.8% 감소한 10만9000여대였고, 해외 판매는 43만여대로 9.0% 줄었다.



현대차의 소형 세단 '아반떼'. 지난달 국내에서 6000여대가 판매됐다./현대차 제공        반도체 등 부품 공급이 원활하지 않았다. 현대차와 기아 자동차 수요가 증가하면서 차량 인도 대기 기간이 1년 안팎에 이르고 있지만, 부품 수급난 때문에 국내 공장에서는 직원들의 특근도 이뤄지지 못하고 있다.현대차는 국내외에 총 30만8000여대를 판매했는데, 이는 지난해 4월과 비교해 11.6% 감소한 것이다. 국내 판매는 15.4%, 해외 판매는 10.6% 줄었다. 기아는 현대차보다 판매 감소폭이 적었다. 국내와 해외 판매가 각각 2.0%, 6.8% 감소했는데 총 판매는 23만8000여대로 5.8% 줄었다.현대차 측은 “반도체 부품 수급 부족으로 인한 생산 차질과 오미크론 확산 등 경영 불확실성이 지속되는 상황에도 차량 생산 일정 조정 등을 통해 공급 지연 영향을 최소화할 것”이라며 “경쟁력 있는 신차를 지속 출시하고 내실 있는 판매 전략을 펼쳐 시장 점유율 확대와 수익성 강화를 추진하겠다”라고 밝혔다.

]",[2022.05.02. 오후 5:50]
"[기아, 바다 청소 나선다…네덜란드 환경단체 후원]",https://n.news.naver.com/mnews/article/079/0003637370?sid=103,"[

핵심요약'오션클린업'과 파트너십 체결…자원순환체계 구축7년간 오션클린업 해양·강 쓰레기 정화사업 지원



기아는 28일 네덜란드의 비영리 환경단체인 '오션클린업(The Ocean Cleanup)'과 지속가능한 지구를 만들기 위한 파트너십을 체결했다고 밝혔다. 기아 송호성(왼쪽) 사장, 오션클린업 설립자 &amp; CEO 보얀 슬랫. 기아 제공기아는 28일 네덜란드의 비영리 환경단체인 '오션클린업(The Ocean Cleanup)'과 지속가능한 지구를 만들기 위한 파트너십을 체결했다고 밝혔다.오션클린업은 전 세계 바다의 플라스틱을 제거하기 위한 기술을 개발·연구하는 단체다.이 단체는 태평양 쓰레기 섬에서 소용돌이치며 떠다니는 플라스틱을 청소하는 시스템과 강을 통해 유입되는 플라스틱을 막기 위해 강물이 바다에 닿기 전 플라스틱을 추출하는 '인터셉터 솔루션'을 개발해 생태계 보호 활동을 하고 있다.기아는 이번 협약을 통해 앞으로 7년간 오션클린업의 활동을 지원한다. 현금 또는 현물 지원은 물론 인터셉터 바지선 제작 시 기아 자동차 생산과정에서 나온 철강 등을 활용하게 할 방침이다. 또한 총 4대의 친환경 전기차도 지원한다.기아 송호성 사장은 ""지속가능한 미래를 향한 기아의 비전은 제품, 서비스 영역을 넘어 우리나라 산업의 생태계 전반에 걸쳐 긍정적 변화를 도모하는 것""이라고 말했다.기아는 향후 2030년까지 완성차의 재활용 플라스틱 사용률을 20% 이상으로 끌어올릴 계획이다. 또 자동차 폐기 시 나오는 폐배터리·폐플라스틱 등을 활용하는 '재활용 선순환체계(Virtuous Recycling Loop)'도 구축한다.※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : jebo@cbs.co.kr카카오톡 : @노컷뉴스

]",[2022.04.28. 오전 11:13]
"[기아, 네덜란드 환경단체와 '해양 플라스틱' 제거 앞장]",https://n.news.naver.com/mnews/article/030/0003013549?sid=103,"[

			기아는 네덜란드 비영리 환경단체 '오션클린업(The Ocean Cleanup)'과 지속 가능한 지구를 만들기 위한 파트너십을 체결했다고 28일 밝혔다.오션클린업은 전 세계 바다 플라스틱을 제거하기 위한 기술을 개발·연구하는 단체다. 강을 통해 유입되는 플라스틱을 막기 위해 강물이 바다에 닿기 전 플라스틱을 추출하는 '인터셉터 솔루션'을 개발했다.



기아가 오션클린업과 파트너십을 체결했다. 왼쪽부터 송호성 기아 사장과 보얀 슬랫 오션클린업 설립자 겸 최고경영자(CEO).기아는 이번 파트너십을 통해 오션클린업 해양 플라스틱 쓰레기 제거 활동을 지원한다. 강과 바다에서 수거된 플라스틱을 기아 완성차 생산에 활용하는 자원 순환 체계를 구축할 계획이다.기아는 앞으로 7년간 오션클린업에 현금 또는 현물 지원을 제공하고 인터셉터 바지선 제작시 기아 자동차 생산과정에서 나온 철강 등을 활용하게 할 방침이다. 총 4대 친환경 전기차도 지원한다.송호성 기아 사장은 “지속 가능한 미래를 향한 기아의 비전은 제품, 서비스 영역을 넘어 우리나라 산업 생태계 전반에 걸쳐 긍정적 변화를 도모하는 것”이라고 말했다.기아는 2030년까지 완성차의 재활용 플라스틱 사용률을 20% 이상으로 끌어올릴 계획이다.

]","[2022.04.28. 오후 2:37, 2022.04.28. 오후 3:39]"
[1년 미뤄진 현대차·기아 중고차 사업 진출…“아쉽지만 수용”],https://n.news.naver.com/mnews/article/243/0000025914?sid=101,"[

중소기업 사업조정심의회 권고안 의결판매업 사업 시점 내년 5월 1일 개시     



28일 오후 서울 장안평중고차매매시장에 차량들이 주차돼 있다. [연합뉴스]    현대자동차(현대차)와 기아의 중고차 시장 진출 시기가 당초 계획보다 1년 늦어진 내년 5월로 연기됐다. 또 시장 진출 후 2년 동안은 중고차 판매 대수가 제한될 전망이다.      중소벤처기업부(중기부)는 현대차·기아의 중고차 시장 진출과 관련 중소기업 사업조정심의회(심의회)가 이 같은 내용을 담은 권고안을 의결했다고 28일 밝혔다. 심의회는 “현대차와 기아의 중고차 판매업 사업개시 시점을 1년 연기해 내년 5월 1일 개시한다”며 “다만 내년 1∼4월에는 각각 5000대 내에서 인증중고차를 시범판매 할 수 있다”고 권고했다.       권고안에 따르면, 현대차와 기아가 중고차 시장 진출 초기에 판매할 수 있는 물량도 제한됐다. 현대차는 2023년 5월 1일부터 2024년 4월 30일까지 전체 중고차의 2.9%, 2024년 5월 1일부터 2025년 4월 30일까지는 4.1%만 판매할 수 있다. 같은 기간 기아의 중고차 판매 대수는 각각 전체 물량의 2.1%, 2.9%로 제한된다.      또 현대차·기아 고객이 신차를 사는 조건으로 자사 브랜드의 기존 중고차를 팔겠다고 요청했을 때만 이들로부터 해당 중고차를 사들일 수 있도록 했다.     매입한 중고차 중 5년·10만㎞ 미만 인증 중고차로 판매하지 않는 물량은 경매에 넘겨야 한다. 이때 경매 참여자는 중소기업으로 제한하거나 현대차·기아가 자동차매매사업조합연합회와 협의해 정한 사업자에게 경매 의뢰하는 물량이 전체의 50% 이상이 되도록 했다.    이번 사업조정 권고는 다음달 1일부터 2025년 4월 30일까지 3년 간 적용된다. 사업조정 당사자들이 권고를 따르지 않을 경우 중기부는 ‘이행 명령’을 내릴 수 있다. 이를 따르지 않으면 2년 이하 징역 또는 1억5000만원 이하 벌금형을 받는다.    현대차와 기아 측은 “중고차 시장의 변화를 절실히 원하는 소비자들을 고려하면 다소 아쉬운 결과”라면서도 “권고 내용을 따르고, 중고차 소비자의 권익 증대와 중고차 시장의 양적·질적 발전, 기존 중고차 업계와의 상생을 목표로 중고차 사업을 추진할 계획”이라고 전했다.   

]","[2022.04.29. 오후 1:33, 2022.04.29. 오후 2:54]"
"[현대차·기아, 2023년 5월 중고차시장 진출… 2년간 판매량 제한]",https://n.news.naver.com/mnews/article/022/0003690913?sid=101,"[

 



   지난 25일 서울 시내에 위치한 현대자동차 매장. 연합뉴스    현대차와 기아의 중고차 시장 진출이 당초 예정보다 1년 늦어졌다. 현대차와 기아 중고차 판매 대수가 제한되며, 이를 어길시 처벌을 받게 된다.   중소벤처기업부는 28일 현대차와 기아 중고차 시장 진출과 관련한 ‘중소기업 사업조정심의회’ 진행결과 권고안을 이같은 의결했다고 밝혔다. 심의회는 “현대차와 기아 중고차 판매업 시작 시점을 1년 연기해 내년 5월1일 개시한다”며 “다만 내년 1~4월에는 각각 5000대 이내에서 인증중고차를 시범판매 할 수 있다”고 발표했다.   또 현대차와 기아가 중고차 시장 진출 초기에 판매할 수 있는 물량도 제한했다. 현대차는 2023년 5월1일부터 2024년 4월30일까지 전차 중고차 2.9%를, 2024년부터 2024년 4월30일까지는 4.1%만 판매할 수 있다. 같은 기간 기아 중고차 판매 대수는 전체 물량의 2.1%와 2.9%로 제한된다.   또 현대차와 기아 고객이 신차를 사는 조건으로 기존 중고차를 팔겠다고 할 경우, 이들로부터 해당 중고차를 매입할 수 있도록 했다. 산 중고차 가운데 5년·10㎞ 미만 인증중고차로 판매하지 않는 물량은 경매에 넘겨야 한다. 이때 경매 참여자는 중소기업으로 제한하거나 현대차·기아가 자동차매매사업조합연합회와 협의해 정한 사업자에게 경매 의뢰하는 물량이 전체의 50% 이상이 되도록 했다. 이번 사업조정 권고는 내달 1일부터 2025년 4월30일까지 3년간 적용된다.   사업조정 당사자들이 권고를 따르지 않을 경우 중기부는 ‘이행명령’을 내릴 수 있다. 이마저도 어길 경우 2년 이하 징역 또는 1억5000만원 이하 벌금형을 받게 된다.

]",[2022.04.29. 오전 12:02]
"[중기부, 현대·기아 중고차 진출 허용]",https://n.news.naver.com/mnews/article/005/0001522500?sid=101,"[

내년 5월부터 본격 판매 개시



연합뉴스현대자동차와 기아가 내년 5월부터 본격적으로 중고차를 판매할 수 있게 됐다. 내년 1~4월에는 5000대 한도로 인증중고차 시범판매가 허용된다. 2025년 4월 말까지 중고차 판매 대수도 제한된다.중소벤처기업부는 현대자동차·기아의 중고차판매업 진출과 관련한 사업조정 신청에 대해 28일 ‘중소기업사업조정심의회’를 열고 이 같은 내용의 사업조정 권고안을 의결했다고 밝혔다.심의회가 의결한 사업조정 권고안에 따르면 현대차·기아의 본격 중고차판매업 사업개시 시점은 내년 5월 1일로 연기된다. 앞서 내년 1~4월 다달이 5000대 안에서 인증중고차 시범 판매가 허용된다.심의회는 2025년 4월 30일까지 현대차와 기아의 중고차 판매 대수도 제한하기로 했다. 국토교통부 자동차 이전등록 통계 자료의 직전년도 총거래 대수와 사업자거래 대수 산술 평균값의 2.1~4.9% 이내로 판매 대수가 제한된다.또 두 회사가 중고차를 매입할 수 있는 조건에도 제한을 뒀다. 신차를 구매하는 고객으로부터 중고차 매입 요청이 있을 때만 현대차·기아가 중고차를 살 수 있도록 했다. 두 회사가 매입한 중고차 가운데 인증중고차로 판매하지 않는 경우에는 경매 의뢰하도록 했다. 경매 참여자는 중소기업으로 제한하거나 현대차·기아가 자동차매매사업조합연합회와 협의로 정한 중고차 경매사업자에게 경매 의뢰하는 대수가 전체 경매의뢰 대수의 절반 이상이 되도록 해야 한다.이번 권고안에 대해 현대차·기아는 “중고차시장의 변화를 절실히 원하는 소비자를 고려하면 다소 아쉬운 결과지만 대승적인 차원에서 권고내용을 따르겠다”며 “중고차 소비자의 권익 증대, 중고차 시장의 양적·질적 발전, 기존 중고차업계와의 상생을 목표로 중고차사업을 추진할 계획”이라고 밝혔다.
		
]",[2022.04.29. 오전 4:10]
